"","group","name1","name2","C.ij.ruzicka","E.ij.ruzicka","ST.ij.ruzicka","NST.ij.ruzicka","MST.ij.ruzicka"
"2001","P","P35","P20",0.1169188,0.2773424619,0.818336454337381,0.393273808402014,0.344984736855332
"2002","P","P36","P20",0.120417,0.2824596812,0.815773291207311,0.383833760523382,0.347776971176836
"2003","P","P37","P20",0.2057843,0.2821186927,0.90388707664681,0.7083540158118,0.659317422630359
"2004","P","P38","P20",0.1541507,0.2764997824,0.855353569010461,0.529606658521098,0.476866022338182
"2005","P","P39","P20",0.0996442,0.2561104945,0.826217263775054,0.422298577657319,0.321454060036787
"2006","P","P40","P20",0.0974268,0.2626320036,0.816961988678591,0.388211695314364,0.30306280722671
"2007","P","P41","P20",0.155415,0.2815758553,0.850623850411741,0.512187256103608,0.469499437623623
"2008","P","P42","P20",0.1401063,0.282033158,0.834948368618121,0.454454957711693,0.414779338173142
"2009","P","P43","P20",0.1023693,0.2819544215,0.799934292020092,0.325499232797542,0.29043245033876
"2010","P","P44","P20",0.1023575,0.2824938797,0.799322804234425,0.323247142828639,0.289622854913926
"2011","P","P45","P20",0.2059975,0.281618297,0.904760001385386,0.711568969721648,0.661811751476453
"2012","P","P46","P20",0.1024287,0.2793260627,0.802915531390097,0.336479042104385,0.294428644771417
"2013","P","P47","P20",0.1211291,0.2810251802,0.818066475747462,0.392279485884986,0.352607748091969
"2014","P","P48","P20",0.2457779,0.2697698981,0.968189743975946,0.94517868420271,0.88208374526552
"2015","P","P49","P20",0.1900204,0.2802988951,0.888542260693973,0.651839549142023,0.602361117883597
"2016","P","P50","P20",0.0819339,0.2738331072,0.79097452002639,0.292500678936539,0.236668341125957
"2017","P","P51","P20",0.1097468,0.2799577473,0.808806138186305,0.358173958646379,0.317061722143329
"2018","P","P52","P20",0.0745817,0.2641135368,0.795193333868587,0.308038435466406,0.224550666304911
"2019","P","P53","P20",0.1586601,0.2809224371,0.854681399158652,0.527131078442245,0.482709169329827
"2020","P","P54","P20",0.1043565,0.2731968288,0.811487127635047,0.368047957090455,0.30997415602156
"2021","P","P55","P20",0.1475487,0.2824092588,0.84179675859489,0.479677359092933,0.439808588155573
"2022","P","P56","P20",0.1081962,0.2699820466,0.818585829528872,0.394192249261198,0.328050984294122
"2023","P","P22","P21",0.1074165,0.1793958074,0.919358460693033,0.765334628723872,0.550482586657336
"2024","P","P23","P21",0.1319828,0.1738496952,0.951767205534637,0.884695000056412,0.722560373718946
"2025","P","P24","P21",0.0730151999999999,0.1709257137,0.89437743348111,0.673330304000511,0.382055723316894
"2026","P","P25","P21",0.0821742,0.1852409548,0.887705537586762,0.648757924683336,0.393792465956141
"2027","P","P26","P21",0.1861161,0.1794503741,0.964185119395904,0.930429779878974,0.95635257213747
"2028","P","P27","P21",0.1238507,0.1823608524,0.933218970328459,0.816382442671263,0.633797337571881
"2029","P","P28","P21",0.1236779,0.16976117,0.947412863375236,0.868658097066333,0.690228709988486
"2030","P","P29","P21",0.0880204,0.1760610391,0.903462052111692,0.706788664034522,0.451679097307406
"2031","P","P30","P21",0.1485406,0.1690635975,0.975896681039636,0.973563087062328,0.857430462164608
"2032","P","P31","P21",0.0519324,0.1781331359,0.86688635293517,0.572081533079775,0.252729446476726
"2033","P","P32","P21",0.0313814,0.1850936559,0.84130775942151,0.477876390767836,0.142638142799308
"2034","P","P33","P21",0.0573682,0.1675584909,0.883103571405081,0.631809030334299,0.302354491455264
"2035","P","P34","P21",0.0415131,0.1830964439,0.85228452898,0.51830348218827,0.193236810755993
"2036","P","P35","P21",0.0532427,0.177593251,0.86865635892113,0.578600408549267,0.260424366695838
"2037","P","P36","P21",0.0467879,0.1730296507,0.867561741295563,0.574568966822862,0.23459211661902
"2038","P","P37","P21",0.0599973,0.173579921,0.87916777153938,0.617313605233552,0.303881302834443
"2039","P","P38","P21",0.0604697,0.1637705712,0.890050516518733,0.657394407134446,0.328637113031775
"2040","P","P39","P21",0.0394498,0.1830776744,0.850473328307047,0.511632888003338,0.183261027413659
"2041","P","P40","P21",0.0378576,0.1817936785,0.850400441244456,0.51136444728159,0.177091524909411
"2042","P","P41","P21",0.0671395,0.1746027305,0.884802464569997,0.638065999556952,0.340230618959291
"2043","P","P42","P21",0.0612728,0.1700513883,0.884121192717117,0.635556897099094,0.318565943851912
"2044","P","P43","P21",0.0487945,0.1736182557,0.86877309298569,0.579030336377733,0.244164120384549
"2045","P","P44","P21",0.0467236,0.1740355318,0.866448039833987,0.570467239938438,0.232616703125374
"2046","P","P45","P21",0.0755532,0.1701597852,0.897661406583916,0.685425071968625,0.398573562514793
"2047","P","P46","P21",0.0502156,0.1770665518,0.866442371763529,0.570446364616114,0.245720736758193
"2048","P","P47","P21",0.0696386,0.1758412276,0.885847985954705,0.641916621397594,0.350823378548259
"2049","P","P48","P21",0.06575,0.1797379013,0.877989937061814,0.612975678501197,0.321177881483444
"2050","P","P49","P21",0.0583854,0.1759015443,0.875197193947503,0.602690094878942,0.290496245788233
"2051","P","P50","P21",0.0519216,0.1793359793,0.865607760602921,0.56737251838926,0.250611952372017
"2052","P","P51","P21",0.058462,0.1760560354,0.875104312943291,0.602348017109295,0.290591278095375
"2053","P","P52","P21",0.0473665,0.1810753431,0.859642933929995,0.545404252413693,0.224869252394613
"2054","P","P53","P21",0.0525168,0.1757216853,0.869966153172953,0.583424338912228,0.260001139841978
"2055","P","P54","P21",0.0788991,0.1793320063,0.890964272969443,0.660759742934934,0.391989588026169
"2056","P","P55","P21",0.0769117,0.1713178199,0.897727963944511,0.685670200600245,0.403027448544546
"2057","P","P56","P21",0.0518999999999999,0.1802993309,0.864571953485919,0.563557673886072,0.248871053275324
"2058","P","P23","P22",0.1493406,0.1749890288,0.969848768143866,0.951288817183807,0.827696444383408
"2059","P","P24","P22",0.117114,0.1720132882,0.937818372700439,0.833321894591123,0.638506838917805
"2060","P","P25","P22",0.1181395,0.1863755096,0.922622671499631,0.777356612786735,0.584831029213886
"2061","P","P26","P22",0.159172,0.1804736979,0.974665808108198,0.96902982139969,0.859623910926679
"2062","P","P27","P22",0.1139274,0.1836950853,0.921261886102787,0.772344883666553,0.571365157817789
"2063","P","P28","P22",0.1477804,0.1712391847,0.972473310048255,0.960954921126332,0.839250052492543
"2064","P","P29","P22",0.1772991,0.1773745865,0.999908245511826,1.06199691150333,0.999482707810714
"2065","P","P30","P22",0.1569306,0.1699628759,0.984541870574356,1.00540304378227,0.909049965506944
"2066","P","P31","P22",0.0701532,0.1790859661,0.882848694967816,0.63087032856277,0.345837601999659
"2067","P","P32","P22",0.0596899,0.1862684444,0.865386382215824,0.566557188865763,0.277313888470012
"2068","P","P33","P22",0.0930185,0.1687985288,0.916448098665739,0.754615858404695,0.505019967127457
"2069","P","P34","P22",0.0674847,0.184200821,0.874837312588866,0.601364663338397,0.320509611566095
"2070","P","P35","P22",0.078251,0.1794808424,0.890176346923078,0.657857836491583,0.388103757435215
"2071","P","P36","P22",0.0657944,0.1739328317,0.884245575385119,0.636014994489553,0.334487781958642
"2072","P","P37","P22",0.0770364,0.1745711835,0.894324344427017,0.673134778711237,0.394655787660496
"2073","P","P38","P22",0.0824147,0.1648107856,0.910203350467798,0.731616650399961,0.455153076266863
"2074","P","P39","P22",0.0590318,0.1841953354,0.866984308927762,0.572442301869406,0.277855268248893
"2075","P","P40","P22",0.0583416,0.1828323629,0.867796259344153,0.575432689299641,0.276912803844493
"2076","P","P41","P22",0.0865183,0.1762819974,0.90173454224644,0.700426300419243,0.442566687450299
"2077","P","P42","P22",0.0863799,0.1712635195,0.907090901896751,0.720153601799673,0.457507948134577
"2078","P","P43","P22",0.0769004,0.1747881518,0.893957540659751,0.671783852160978,0.393308652513317
"2079","P","P44","P22",0.072554,0.1752386941,0.889282293416544,0.654565066004709,0.368189159636884
"2080","P","P45","P22",0.0979332000000001,0.171130573,0.918855928407963,0.763483818380992,0.525835330475769
"2081","P","P46","P22",0.0824719,0.1781051304,0.895770788491382,0.678461985965889,0.414788269857624
"2082","P","P47","P22",0.1025119,0.1768064542,0.917219454831769,0.757456738508412,0.531801338685343
"2083","P","P48","P22",0.0807796,0.1817240744,0.890184688677492,0.657888558906454,0.395703009163283
"2084","P","P49","P22",0.0714308,0.177060684,0.886244467294414,0.643376849498538,0.35753364250199
"2085","P","P50","P22",0.1136849,0.1808415807,0.92422933931736,0.783273919003607,0.581010847232437
"2086","P","P51","P22",0.0887498,0.1774512314,0.90265963025303,0.703833369977832,0.451452835920024
"2087","P","P52","P22",0.1093137,0.1825588476,0.917765494316012,0.759467784475174,0.549545219171356
"2088","P","P53","P22",0.0698847,0.1770030021,0.884833308193081,0.638179595634878,0.349351759910523
"2089","P","P54","P22",0.074514,0.1807454045,0.885215546750572,0.639587368024174,0.364938469296309
"2090","P","P55","P22",0.0949486,0.1725103689,0.914301255265723,0.746709102784534,0.503225543596429
"2091","P","P56","P22",0.0776831,0.1815539263,0.887380545341845,0.647560988633419,0.379691439599812
"2092","P","P24","P23",0.1525515,0.2972275401,0.829280434032274,0.433580135802924,0.425626690210846
"2093","P","P25","P23",0.1165288,0.2046951018,0.900204667905417,0.694791822122439,0.512468392174379
"2094","P","P26","P23",0.1895223,0.2724939349,0.897626258069778,0.685295621114548,0.624308181509466
"2095","P","P27","P23",0.1311318,0.2575750415,0.854473622696745,0.526365844374449,0.435013670362721
"2096","P","P28","P23",0.2710039,0.2981058082,0.962822972303967,0.925413035679291,0.875289153470332
"2097","P","P29","P23",0.1796882,0.2883773564,0.867502629609863,0.574351260373887,0.540541698404525
"2098","P","P30","P23",0.2240181,0.297913554,0.904771678308476,0.711611975456145,0.680349146881971
"2099","P","P31","P23",0.1203189,0.2813870529,0.816901655725012,0.387989490974825,0.349300750023997
"2100","P","P32","P23",0.0794341,0.2286518734,0.837906473181333,0.465349562264604,0.291090318183823
"2101","P","P33","P23",0.1288354,0.298112125,0.805689160234472,0.346694228481437,0.348195449059552
"2102","P","P34","P23",0.1070331,0.248435831,0.841648407124609,0.479130985369823,0.362605658620189
"2103","P","P35","P23",0.1162121,0.2818107265,0.812626280015827,0.372243418896793,0.335107920442579
"2104","P","P36","P23",0.1045353,0.2958039092,0.786402960161355,0.275663770079796,0.277910016752934
"2105","P","P37","P23",0.1332868,0.2938301922,0.814767569941245,0.380129721247521,0.369593612311039
"2106","P","P38","P23",0.1289351,0.2963711013,0.807780107659027,0.354395121010645,0.351421607917166
"2107","P","P39","P23",0.0865991,0.2531876063,0.817617317543698,0.390625250577501,0.279653988117421
"2108","P","P40","P23",0.0827125,0.2610270218,0.805606724391208,0.346390619905688,0.255275280435383
"2109","P","P41","P23",0.1334626,0.2923127588,0.816684012946239,0.387187919577376,0.372877229833181
"2110","P","P42","P23",0.1272435,0.298343634,0.803954328612849,0.340304899071476,0.342886359736602
"2111","P","P43","P23",0.1057051,0.2940333264,0.789411494575223,0.286744106160725,0.283793752214693
"2112","P","P44","P23",0.1037369,0.2930749522,0.788747241518701,0.284297683385861,0.27918521560609
"2113","P","P45","P23",0.1540596,0.2983341814,0.829450654679691,0.434207053006396,0.428327841885339
"2114","P","P46","P23",0.1163461,0.285270237,0.808834502965471,0.358278425221391,0.329879278522389
"2115","P","P47","P23",0.1457752,0.2892499714,0.832040966967946,0.443747090366818,0.419329128299944
"2116","P","P48","P23",0.1333621,0.2702774573,0.842015497706712,0.480482968249959,0.415472885265716
"2117","P","P49","P23",0.1258666,0.2883779743,0.814088588423689,0.377629054021453,0.35532034987212
"2118","P","P50","P23",0.1025475,0.2756245091,0.807146329081483,0.352060934767765,0.300302895601541
"2119","P","P51","P23",0.1346693,0.2864248265,0.824627132147282,0.416442173699494,0.387717643069889
"2120","P","P52","P23",0.0895847,0.2632967769,0.809194686315135,0.359604968985238,0.27532225828449
"2121","P","P53","P23",0.1056215,0.2894469151,0.794465749008949,0.305358763685016,0.289906921550565
"2122","P","P54","P23",0.1334124,0.2749887707,0.836627744615778,0.460640045831179,0.405894811746864
"2123","P","P55","P23",0.176771,0.2970436335,0.853901364626368,0.524258236193011,0.508157661377273
"2124","P","P56","P23",0.1206256,0.2701442087,0.829971615389304,0.436125734647816,0.37060140793351
"2125","P","P25","P24",0.0833316,0.2017670528,0.87079793216391,0.586487754348785,0.3596473455745
"2126","P","P26","P24",0.1345435,0.2713124627,0.841968992433473,0.480311690815121,0.417531336401352
"2127","P","P27","P24",0.1375457,0.255730116,0.862967329399366,0.557647894665799,0.464151220262875
"2128","P","P28","P24",0.1682653,0.305687334,0.834776601240756,0.453822343951261,0.459501980022359
"2129","P","P29","P24",0.1759594,0.2901145358,0.861469039510917,0.552129740898254,0.522495623643678
"2130","P","P30","P24",0.2039822,0.3066724087,0.870995084908905,0.587213861606775,0.579339675069064
"2131","P","P31","P24",0.1523049,0.28106215,0.848109007590111,0.502925170376445,0.459582187036252
"2132","P","P32","P24",0.1332366,0.2255650736,0.893479035224607,0.670021531938378,0.527759492747138
"2133","P","P33","P24",0.2115241,0.3073024724,0.878527203684983,0.614954414301037,0.604712596789972
"2134","P","P34","P24",0.137824,0.2460087476,0.874521272222841,0.600200696772299,0.489942008155001
"2135","P","P35","P24",0.170725,0.2813427311,0.86660910904103,0.57106045267953,0.525877599760849
"2136","P","P36","P24",0.1598028,0.300812924,0.832170204804301,0.444223069187131,0.442079173447683
"2137","P","P37","P24",0.1433169,0.2971456924,0.82043676080455,0.401009169986012,0.395706403329808
"2138","P","P38","P24",0.1962119,0.30749029,0.861557554783406,0.552455739817513,0.549766448831299
