site1,site2,comm_sim,site_dis,group
P47,P37,0.312944718,504790.4612,P
P47,P38,0.352197201,444251.7439,P
P47,P39,0.386210806,428654.5279,P
P47,P40,0.368070217,388751.2119,P
P47,P41,0.436449292,340837.8562,P
P47,P42,0.405622019,282818.8518,P
P47,P43,0.469524591,232852.8476,P
P47,P44,0.421749159,227872.8417,P
P47,P45,0.336285089,159848.3166,P
P47,P46,0.514621941,100205.0584,P
P48,P01,0.278892017,787776.8511,P
P48,P02,0.275822973,772915.9839,P
P48,P04,0.202498241,703577.0623,P
P48,P05,0.285518805,670792.1651,P
P48,P06,0.332805536,563590.508,P
P48,P07,0.321330831,513659.9475,P
P48,P08,0.264602393,442908.687,P
P48,P09,0.190241614,302326.7675,P
P48,P10,0.326432872,374109.2064,P
P48,P11,0.253127688,452806.9359,P
P48,P12,0.281511455,660122.554,P
P48,P13,0.259989053,647766.571,P
P48,P15,0.120435531,906934.26,P
P48,P18,0.059211041,1505246.027,P
P48,P19,0.271796075,1711684.547,P
P48,P20,0.394577371,1841408.606,P
P48,P21,0.123387286,1905678.254,P
P48,P22,0.149483932,665836.5823,P
P48,P23,0.235338963,767042.0436,P
P48,P24,0.238564391,913664.6525,P
P48,P25,0.106908281,983702.3036,P
P48,P26,0.277015404,889990.6516,P
P48,P27,0.136386739,932872.9717,P
P48,P28,0.219250919,355576.1004,P
P48,P29,0.215399953,490428.9904,P
P48,P30,0.352979123,815116.6385,P
P48,P31,0.323070608,679561.229,P
P48,P32,0.197337556,649783.8835,P
P48,P33,0.274571898,592748.0063,P
P48,P34,0.224704824,530345.8217,P
P48,P35,0.27154195,530962.9642,P
P48,P36,0.25942216,530090.1563,P
P48,P37,0.400656814,546976.3701,P
P48,P38,0.291754633,485577.415,P
P48,P39,0.229885057,469973.4619,P
P48,P40,0.228047541,432834.0829,P
P48,P41,0.338767691,386781.1579,P
P48,P42,0.285948862,329293.1797,P
P48,P43,0.259734928,277017.4284,P
P48,P44,0.257956056,262515.1413,P
P48,P45,0.389944484,193566.6147,P
P48,P46,0.263761827,143637.7905,P
P48,P47,0.295546954,52045.47531,P
P49,P01,0.246676832,850739.1662,P
P49,P02,0.22525217,831047.1122,P
P49,P04,0.17284385,757222.9141,P
P49,P05,0.253772773,722219.1281,P
P49,P06,0.247321917,621140.0476,P
P49,P07,0.261161936,559520.2977,P
P49,P08,0.235886309,494069.1994,P
P49,P09,0.160274455,346148.5512,P
P49,P10,0.24137931,387047.2613,P
P49,P11,0.209496442,481737.2481,P
P49,P12,0.223688326,675348.4007,P
P49,P13,0.211685824,642529.3932,P
P49,P15,0.106693252,920751.5724,P
P49,P18,0.053737587,1509324.984,P
P49,P19,0.255571194,1719993.413,P
P49,P20,0.319356478,1844772.67,P
P49,P21,0.110329189,1913965.756,P
P49,P22,0.133337243,700848.2636,P
P49,P23,0.223590586,790446.085,P
P49,P24,0.215673626,932417.6035,P
P49,P25,0.096430526,993861.4036,P
P49,P26,0.223277817,889032.1676,P
P49,P27,0.122683556,919893.2062,P
P49,P28,0.219074986,369484.4805,P
P49,P29,0.192841504,489938.7375,P
P49,P30,0.291598248,826059.3732,P
P49,P31,0.284541403,750105.8128,P
P49,P32,0.199448745,721128.77,P
P49,P33,0.259793573,663932.2564,P
P49,P34,0.232543592,601665.7333,P
P49,P35,0.269723982,601950.7661,P
P49,P36,0.248084291,600102.2743,P
P49,P37,0.665396043,612827.3702,P
P49,P38,0.272382516,552073.515,P
P49,P39,0.237391508,536467.1209,P
P49,P40,0.232348112,496948.225,P
P49,P41,0.325475018,448825.1581,P
P49,P42,0.275158339,390709.2364,P
P49,P43,0.26192431,341036.8147,P
P49,P44,0.261533349,332099.8637,P
P49,P45,0.328622253,263178.4784,P
P49,P46,0.269763078,208034.8922,P
P49,P47,0.296113848,108197.0151,P
P49,P48,0.385350692,71344.90757,P
P50,P01,0.170771757,888126.1685,P
P50,P02,0.268277426,873964.6313,P
P50,P04,0.080850731,804026.6566,P
P50,P05,0.114903433,770633.268,P
P50,P06,0.171573227,664595.8302,P
P50,P07,0.211764016,611200.9181,P
P50,P08,0.204042537,542477.4104,P
P50,P09,0.13437329,398392.8726,P
P50,P10,0.148956134,447554.5038,P
P50,P11,0.19899914,539782.0271,P
P50,P12,0.138224255,735877.513,P
P50,P13,0.141977481,702420.4507,P
P50,P15,0.084388928,981439.1503,P
P50,P18,0.047364923,1569937.34,P
P50,P19,0.106439127,1780790.734,P
P50,P20,0.151458284,1905305.852,P
P50,P21,0.098717648,1974758.798,P
P50,P22,0.204159825,656445.6121,P
P50,P23,0.186019235,738993.5045,P
P50,P24,0.255786223,878547.6599,P
P50,P25,0.111267496,936802.9428,P
P50,P26,0.159766205,829399.0071,P
P50,P27,0.141703808,859085.4635,P
P50,P28,0.220150129,316030.527,P
P50,P29,0.32895457,430950.8143,P
P50,P30,0.239971851,769463.1712,P
P50,P31,0.210454297,753887.2984,P
P50,P32,0.22785206,733502.2218,P
P50,P33,0.298576902,672795.0736,P
P50,P34,0.233579639,613097.1778,P
P50,P35,0.253323168,620292.3193,P
P50,P36,0.221694425,623379.3402,P
P50,P37,0.201657675,646035.6226,P
P50,P38,0.233520995,584242.4816,P
P50,P39,0.214187974,568670.4202,P
P50,P40,0.20791305,533004.7732,P
P50,P41,0.262686684,487604.4963,P
P50,P42,0.276213934,430252.2357,P
P50,P43,0.31542732,377494.0675,P
P50,P44,0.296211588,358188.2538,P
P50,P45,0.230236922,289903.8986,P
P50,P46,0.324810384,244430.2623,P
P50,P47,0.345218547,150614.6953,P
P50,P48,0.215341309,101052.1615,P
P50,P49,0.213581985,60820.05339,P
P51,P01,0.210708421,936590.3161,P
P51,P02,0.290014857,929791.1306,P
P51,P04,0.095218547,865260.5991,P
P51,P05,0.141019626,834118.3614,P
P51,P06,0.2039057,722176.1182,P
P51,P07,0.248123387,679600.1678,P
P51,P08,0.260692783,607127.9984,P
P51,P09,0.158026429,468825.5404,P
P51,P10,0.197963093,528486.2561,P
P51,P11,0.223004144,616819.6829,P
P51,P12,0.169598874,816737.4145,P
P51,P13,0.171534131,784402.3966,P
P51,P15,0.099480022,1062656.579,P
P51,P18,0.049143795,1652104.174,P
P51,P19,0.143326296,1862782.739,P
P51,P20,0.197787161,1987480.24,P
P51,P21,0.110466025,2056763.047,P
P51,P22,0.16303073,595271.1079,P
P51,P23,0.23737196,667555.8996,P
P51,P24,0.271170537,803615.0086,P
P51,P25,0.112616311,857872.4445,P
P51,P26,0.187016186,747774.5759,P
P51,P27,0.130776449,777160.7976,P
P51,P28,0.30401126,244491.89,P
P51,P29,0.270134491,350197.24,P
P51,P30,0.284385018,691223.4996,P
P51,P31,0.318672297,758931.7582,P
P51,P32,0.374130112,750213.1245,P
P51,P33,0.365783095,685547.1115,P
P51,P34,0.337653452,630055.3289,P
P51,P35,0.34639143,646170.2412,P
P51,P36,0.282058801,655592.6726,P
P51,P37,0.296563453,690707.5653,P
P51,P38,0.293924466,628253.1984,P
P51,P39,0.3281531,612912.5537,P
P51,P40,0.310716241,582493.3919,P
P51,P41,0.390843694,541020.8922,P
P51,P42,0.358530769,485436.947,P
P51,P43,0.398174212,430101.5029,P
P51,P44,0.350731097,399245.1634,P
P51,P45,0.287512706,334361.669,P
P51,P46,0.485886309,301363.0198,P
P51,P47,0.451481742,218568.7834,P
P51,P48,0.263116741,166523.6699,P
P51,P49,0.295801079,142836.7607,P
P51,P50,0.304460865,82174.4051,P
P52,P01,0.156599421,933890.6795,P
P52,P02,0.247673782,933307.1488,P
P52,P04,0.07103761,873960.0838,P
P52,P05,0.102490421,845119.9727,P
P52,P06,0.156677614,728227.3536,P
P52,P07,0.206779263,696394.5697,P
P52,P08,0.189537884,620552.5552,P
P52,P09,0.121002424,489458.6067,P
P52,P10,0.137833294,564042.5746,P
P52,P11,0.18377121,644673.9813,P
P52,P12,0.122761748,851323.6859,P
P52,P13,0.127668309,827795.8744,P
P52,P15,0.076432872,1097957.72,P
P52,P18,0.043553053,1692373.199,P
P52,P19,0.093967472,1901031.148,P
P52,P20,0.138810697,2028186.826,P
P52,P21,0.090448823,2095053.078,P
P52,P22,0.197083431,540417.9441,P
P52,P23,0.164438189,613843.2629,P
P52,P24,0.260028149,751381.1965,P
P52,P25,0.110446477,808800.2022,P
P52,P26,0.147275002,703921.5714,P
P52,P27,0.136347643,741083.598,P
P52,P28,0.20951599,190432.7283,P
P52,P29,0.311986864,304365.6743,P
P52,P30,0.22073657,641413.3225,P
P52,P31,0.191238564,727971.5258,P
P52,P32,0.216709672,726182.2146,P
P52,P33,0.283446712,659516.78,P
P52,P34,0.208499492,607027.3718,P
P52,P35,0.233501447,628742.9972,P
P52,P36,0.205274064,642388.0318,P
P52,P37,0.177066229,686329.5729,P
P52,P38,0.214872156,623869.9172,P
P52,P39,0.202556885,608845.277,P
P52,P40,0.196106029,582823.4646,P
P52,P41,0.243255923,544992.1126,P
P52,P42,0.247185081,491573.2991,P
P52,P43,0.285108296,434984.805,P
P52,P44,0.264680585,395885.9842,P
P52,P45,0.207698022,335245.6723,P
P52,P46,0.301157245,312937.4794,P
P52,P47,0.314664946,242674.0117,P
P52,P48,0.189166471,192187.2525,P
P52,P49,0.187934944,185751.4167,P
P52,P50,0.478145281,128049.8905,P
P52,P51,0.280846821,54882.58118,P
P53,P01,0.262432559,937501.639,P
P53,P02,0.230471499,942142.5414,P
P53,P04,0.17575651,887231.0074,P
P53,P05,0.287160841,860346.0375,P
P53,P06,0.216318711,739843.5882,P
P53,P07,0.242004848,716754.0577,P
P53,P08,0.227422003,638614.9092,P
P53,P09,0.152963484,513891.2294,P
P53,P10,0.205586832,598878.4609,P
P53,P11,0.206994292,673668.9288,P
P53,P12,0.204238017,884769.7289,P
P53,P13,0.19649699,867571.6767,P
P53,P15,0.100007819,1131614.784,P
P53,P18,0.054714989,1729393.734,P
P53,P19,0.312749238,1936465.823,P
P53,P20,0.273868168,2065442.437,P
P53,P21,0.099792791,2130466.33,P
P53,P22,0.130639612,494021.2451,P
P53,P23,0.191062632,567669.2693,P
P53,P24,0.22454844,706238.6894,P
P53,P25,0.092853233,766134.814,P
P53,P26,0.213191024,665776.8313,P
P53,P27,0.119712253,709628.7292,P
P53,P28,0.201442646,144216.9796,P
P53,P29,0.196633826,265896.6057,P
P53,P30,0.284287278,598269.0001,P
P53,P31,0.259128939,706943.4778,P
P53,P32,0.214442099,711659.3312,P
P53,P33,0.274610994,643423.5888,P
P53,P34,0.238798968,594006.0832,P
P53,P35,0.27294941,620715.8348,P
P53,P36,0.235886309,638054.6701,P
P53,P37,0.36693643,689425.2605,P
P53,P38,0.256255376,627304.5442,P
P53,P39,0.223864258,612641.8974,P
P53,P40,0.217276566,590494.8146,P
P53,P41,0.304089452,555943.302,P
P53,P42,0.266576746,504726.5721,P
P53,P43,0.26362499,447710.0282,P
P53,P44,0.260458206,402339.6021,P
P53,P45,0.322269138,346249.5437,P
P53,P46,0.281452811,332754.4011,P
P53,P47,0.289193838,272864.7642,P
P53,P48,0.325357729,224822.9022,P
P53,P49,0.375302995,227791.445,P
P53,P50,0.218644929,172317.1205,P
P53,P51,0.275099695,101505.3791,P
P53,P52,0.190867151,46689.61417,P
P54,P01,0.179802956,984555.008,P
P54,P02,0.220482446,1003657.303,P
P54,P04,0.102744546,961275.1104,P
P54,P05,0.153432637,939791.5307,P
P54,P06,0.197239815,811763.7636,P
P54,P07,0.213581985,810858.1078,P
P54,P08,0.176362499,728523.5923,P
P54,P09,0.199781062,620787.2337,P
P54,P10,0.165317851,725736.6867,P
P54,P11,0.239033544,787941.8129,P
P54,P12,0.208304011,1007063.479,P
P54,P13,0.208988193,1002545.474,P
P54,P15,0.117757448,1253436.26,P
P54,P18,0.05080538,1857554.326,P
P54,P19,0.154644616,2060895.301,P
P54,P20,0.188990539,2193841.562,P
P54,P21,0.146258503,2254675.859,P
P54,P22,0.138693408,358054.1003,P
P54,P23,0.235417155,424026.7344,P
P54,P24,0.20310423,563599.5579,P
P54,P25,0.130150911,628844.8277,P
P54,P26,0.185980139,541925.0714,P
P54,P27,0.147275002,606282.7168,P
P54,P28,0.22454844,750.8076345,P
P54,P29,0.173254359,154688.8033,P
P54,P30,0.271092345,460284.4553,P
P54,P31,0.187250762,681688.3372,P
P54,P32,0.146727657,708208.8721,P
P54,P33,0.195949644,636832.8164,P
P54,P34,0.167507233,599165.4522,P
P54,P35,0.199741966,640509.0723,P
P54,P36,0.185882399,668352.0959,P
P54,P37,0.216025491,739534.9519,P
P54,P38,0.199976542,679983.9326,P
P54,P39,0.158397842,666736.1856,P
P54,P40,0.15139964,655569.7705,P
P54,P41,0.219661428,630435.4369,P
P54,P42,0.197337556,586253.4281,P
P54,P43,0.204765814,530338.3063,P
P54,P44,0.210356556,472095.6428,P
P54,P45,0.228223473,430203.374,P
P54,P46,0.208988193,436142.3397,P
P54,P47,0.2309602,397454.3718,P
P54,P48,0.217198374,354874.7672,P
P54,P49,0.227031042,368847.8272,P
P54,P50,0.189322856,315430.0248,P
P54,P51,0.224919853,243963.3484,P
P54,P52,0.16893424,189881.4173,P
P54,P53,0.218214872,143645.8779,P
P55,P01,0.235084839,1237406.209,P
P55,P02,0.306083353,1263219.19,P
P55,P04,0.13196888,1225153.769,P
P55,P05,0.181679568,1204929.133,P
P55,P06,0.267221831,1075614.54,P
P55,P07,0.290464462,1077294.419,P
P55,P08,0.283524904,994989.0018,P
P55,P09,0.199448745,884988.3362,P
P55,P10,0.279517554,979127.1099,P
P55,P11,0.260810071,1049897.267,P
P55,P12,0.225936352,1264512.331,P
P55,P13,0.218371257,1244679.908,P
P55,P15,0.117992024,1511360.472,P
P55,P18,0.061752287,2109351.095,P
P55,P19,0.170165767,2316712.09,P
P55,P20,0.257154586,2445285.026,P
P55,P21,0.142837595,2510707.232,P
P55,P22,0.173430292,359237.9847,P
P55,P23,0.300433967,309351.8486,P
P55,P24,0.292771131,392322.271,P
P55,P25,0.117444679,410577.6415,P
P55,P26,0.254691532,286938.2013,P
P55,P27,0.140374541,340187.4758,P
P55,P28,0.342814137,265725.4057,P
P55,P29,0.249061694,115097.7969,P
P55,P30,0.346117757,256479.7273,P
P55,P31,0.374579717,882342.7713,P
P55,P32,0.295371022,929653.1685,P
P55,P33,0.337751192,858226.381,P
P55,P34,0.302427868,831873.7448,P
P55,P35,0.360739698,882297.7801,P
P55,P36,0.330068809,916020.0761,P
P55,P37,0.318281336,996285.778,P
P55,P38,0.34328329,938500.2007,P
P55,P39,0.312436469,925954.5754,P
P55,P40,0.2960943,918483.1446,P
P55,P41,0.378880288,895591.7818,P
P55,P42,0.359371335,852439.1714,P
P55,P43,0.311165846,796698.0136,P
P55,P44,0.288646493,737373.1196,P
P55,P45,0.351141606,696675.0197,P
P55,P46,0.330674799,700453.792,P
P55,P47,0.326296036,652180.732,P
P55,P48,0.270251779,605029.122,P
P55,P49,0.279634842,602150.5238,P
P55,P50,0.227382907,542462.0569,P
P55,P51,0.366799593,460858.2052,P
P55,P52,0.210884354,417294.761,P
P55,P53,0.248162483,380262.7605,P
P55,P54,0.228223473,266472.5578,P
P56,P01,0.19338885,1291500.296,P
P56,P02,0.255571194,1327200.275,P
P56,P04,0.097544765,1298552.573,P
P56,P05,0.134510126,1282361.167,P
P56,P06,0.195304559,1149944.822,P
P56,P07,0.239835014,1166189.925,P
P56,P08,0.251857065,1082189.122,P
P56,P09,0.135077019,983976.4127,P
P56,P10,0.207561185,1091151.241,P
P56,P11,0.197806709,1152659.094,P
P56,P12,0.153686762,1372875.187,P
P56,P13,0.15120416,1364276.565,P
P56,P15,0.088767691,1619160.762,P
P56,P18,0.051626398,2223046.43,P
P56,P19,0.127375088,2426728.951,P
P56,P20,0.195265463,2559313.232,P
P56,P21,0.098678552,2620495.772,P
P56,P22,0.144166862,310539.3793,P
P56,P23,0.215282665,205792.8059,P
P56,P24,0.261494253,257741.6133,P
P56,P25,0.102079912,275102.7791,P
P56,P26,0.185726015,181158.5397,P
P56,P27,0.121510673,290347.725,P
P56,P28,0.292810228,365107.1465,P
P56,P29,0.235026194,235591.8347,P
P56,P30,0.256098991,119018.1099,P
P56,P31,0.313648448,896486.7468,P
P56,P32,0.355579013,957731.6486,P
P56,P33,0.332551411,888082.8883,P
P56,P34,0.285147392,871560.0682,P
P56,P35,0.319219642,928961.2163,P
P56,P36,0.261259676,968013.6676,P
P56,P37,0.265208382,1058282.556,P
P56,P38,0.275764329,1003863.356,P
P56,P39,0.334252092,992585.9432,P
P56,P40,0.311986864,992012.9692,P
P56,P41,0.347447025,975304.0615,P
P56,P42,0.347603409,937219.584,P
P56,P43,0.338533114,883428.5647,P
P56,P44,0.281374619,819267.5537,P
P56,P45,0.268551099,786889.5695,P
P56,P46,0.426323403,799857.6611,P
P56,P47,0.353995621,762738.0018,P
P56,P48,0.216592384,718516.1375,P
P56,P49,0.241672531,723453.8545,P
P56,P50,0.235182579,665269.0793,P
P56,P51,0.452420048,585217.1574,P
P56,P52,0.233540543,537742.6959,P
P56,P53,0.222867308,496745.5765,P
P56,P54,0.179216514,365841.5546,P
P56,P55,0.422413793,137941.6568,P
R02,R01,0.336461021,105401.393,R
R04,R01,0.294198139,198168.2765,R
R04,R02,0.213816561,105396.1157,R
R05,R01,0.359996872,240967.8107,R
R05,R02,0.423391196,152233.6167,R
R05,R04,0.333411526,47115.43289,R
R06,R01,0.200895301,247647.4323,R
R06,R02,0.332121354,209931.3589,R
R06,R04,0.145926187,149552.887,R
R06,R05,0.279595746,134753.4554,R
R07,R01,0.306122449,378629.9435,R
R07,R02,0.525901165,313127.0464,R
R07,R04,0.176890296,216140.9748,R
R07,R05,0.387129564,172806.344,R
R07,R06,0.367522871,145933.8911,R
R08,R01,0.382007976,391458.953,R
R08,R02,0.403667214,346520.1779,R
R08,R04,0.294725936,263843.6925,R
R08,R05,0.443740715,228253.3829,R
R08,R06,0.291520056,143834.2964,R
R08,R07,0.368148409,85000.50835,R
R09,R01,0.355051216,539797.4913,R
R09,R02,0.494428806,500512.6884,R
R09,R04,0.242513097,416989.7571,R
R09,R05,0.492610837,379001.1182,R
R09,R06,0.334701697,294434.2071,R
R09,R07,0.542301978,213374.4026,R
R09,R08,0.470482446,154233.5091,R
R10,R01,0.372781296,653729.4893,R
R10,R02,0.514367816,591297.4282,R
R10,R04,0.24188756,492009.2635,R
R10,R05,0.486726875,446454.8126,R
R10,R06,0.312162796,409225.1981,R
R10,R07,0.463953397,278293.928,R
R10,R08,0.507389163,270884.4449,R
R10,R09,0.582570959,175802.4309,R
R11,R01,0.366643209,534667.1953,R
R11,R02,0.495836266,465252.3954,R
R11,R04,0.252052545,363684.8508,R
R11,R05,0.486140433,317403.9015,R
R11,R06,0.311498162,298037.791,R
R11,R07,0.436214716,156110.1833,R
R11,R08,0.473277817,177368.6733,R
R11,R09,0.565740089,171813.3357,R
R11,R10,0.540347173,131660.1316,R
R12,R01,0.269157088,637630.1206,R
R12,R02,0.430526233,543088.525,R
R12,R04,0.276194386,440207.5831,R
R12,R05,0.389553523,396725.6039,R
R12,R06,0.268824771,450609.6379,R
R12,R07,0.36953632,314584.6512,R
R12,R08,0.397939636,378614.9223,R
R12,R09,0.361091563,401041.1828,R
R12,R10,0.338142153,288323.2135,R
R12,R11,0.360583314,230307.345,R
R13,R01,0.345374932,811072.5449,R
R13,R02,0.348287591,721929.9641,R
R13,R04,0.311204942,617093.1999,R
R13,R05,0.453123778,571464.0086,R
R13,R06,0.221225272,600644.4313,R
R13,R07,0.28166784,455369.1981,R
R13,R08,0.428024083,496863.77,R
R13,R09,0.39649308,459607.0548,R
R13,R10,0.380405036,293778.2847,R
R13,R11,0.407596372,320648.6687,R
R13,R12,0.500175932,189750.0772,R
R15,R01,0.147880991,745938.2992,R
R15,R02,0.347349285,641105.7531,R
R15,R04,0.118304793,556189.1652,R
R15,R05,0.188658222,525124.9447,R
R15,R06,0.231018844,622845.7584,R
R15,R07,0.306024709,513487.8534,R
R15,R08,0.175326452,591609.7523,R
R15,R09,0.210688873,641817.2932,R
R15,R10,0.20060208,534263.0435,R
R15,R11,0.212018141,470063.7383,R
R15,R12,0.327234342,246855.5557,R
R15,R13,0.186840253,338169.8176,R
R18,R01,0.376788646,1284377.147,R
R18,R02,0.409746657,1181485.596,R
R18,R04,0.316952068,1121076.675,R
R18,R05,0.486511846,1101735.741,R
R18,R06,0.282997107,1217925.76,R
R18,R07,0.363144108,1123586.489,R
R18,R08,0.58296192,1204216.863,R
R18,R09,0.471929001,1254934.56,R
R18,R10,0.468547189,1131895.599,R
R18,R11,0.467628431,1083221.742,R
R18,R12,0.448139026,854719.9598,R
R18,R13,0.49528892,872186.4315,R
R18,R15,0.212311361,615044.3839,R
R19,R01,0.296856674,1414978.509,R
R19,R02,0.244057393,1316473.658,R
R19,R04,0.306552506,1269511.779,R
R19,R05,0.362166706,1256620.934,R
R19,R06,0.162053327,1380912.21,R
R19,R07,0.190964892,1300967.427,R
R19,R08,0.306435218,1384162.317,R
R19,R09,0.274493706,1449253.5,R
R19,R10,0.267045899,1337587.672,R
R19,R11,0.285381969,1277777.121,R
R19,R12,0.320255688,1053890.426,R
R19,R13,0.391097818,1089616.543,R
R19,R15,0.156052076,808188.4003,R
R19,R18,0.348717648,229093.002,R
R20,R01,0.41864102,1584310.553,R
R20,R02,0.430233013,1484525.939,R
R20,R04,0.30590742,1433510.503,R
R20,R05,0.472886856,1418337.024,R
R20,R06,0.280045351,1539686.733,R
R20,R07,0.356263195,1452630.673,R
R20,R08,0.492337165,1534520.437,R
R20,R09,0.469270467,1590050.204,R
R20,R10,0.477109234,1468167.045,R
R20,R11,0.501837517,1418250.167,R
R20,R12,0.387442333,1190434.301,R
R20,R13,0.471968098,1205707.849,R
R20,R15,0.202771913,948862.252,R
R20,R18,0.496735476,336290.333,R
R20,R19,0.377707405,176354.7284,R
R21,R01,0.24028462,1588272.46,R
R21,R02,0.195441395,1492151.347,R
R21,R04,0.34408476,1450511.923,R
R21,R05,0.349675502,1439893.6,R
R21,R06,0.138752053,1566322.756,R
R21,R07,0.157068575,1490644.245,R
R21,R08,0.264113691,1574293.772,R
R21,R09,0.229709125,1642156.018,R
R21,R10,0.219583236,1531588.016,R
R21,R11,0.235847212,1470845.451,R
R21,R12,0.293162092,1247621.557,R
R21,R13,0.339119556,1282540.555,R
R21,R15,0.131929783,1001638.536,R
R21,R18,0.305926968,414686.5418,R
R21,R19,0.465341309,194021.9539,R
R21,R20,0.301372273,144391.7491,R
R22,R01,0.147059973,1052225.447,R
R22,R02,0.197122527,1104725.114,R
R22,R04,0.127981077,1095699.266,R
R22,R05,0.182383298,1088752.636,R
R22,R06,0.171280006,954070.1077,R
R22,R07,0.181914145,1004296.725,R
R22,R08,0.170400344,919748.2181,R
R22,R09,0.197259364,859562.5075,R
R22,R10,0.178024083,1003098.553,R
R22,R11,0.192352803,1030590.304,R
R22,R12,0.196047384,1260549.868,R
R22,R13,0.177046681,1294753.1,R
R22,R15,0.244995699,1498390.182,R
R22,R18,0.197845805,2113129.471,R
R22,R19,0.165102823,2301527.406,R
R22,R20,0.186879349,2447175.773,R
R22,R21,0.143091719,2492763.55,R
R23,R01,0.153589022,1212153.635,R
R23,R02,0.276859019,1262515.33,R
R23,R04,0.132653061,1249894.87,R
R23,R05,0.214637579,1240941.398,R
R23,R06,0.313883024,1106206.351,R
R23,R07,0.255688482,1148051.438,R
R23,R08,0.217100633,1063093.494,R
R23,R09,0.2339706,990612.4094,R
R23,R10,0.220130581,1123010.739,R
R23,R11,0.229572289,1162425.264,R
R23,R12,0.277386817,1390683.008,R
R23,R13,0.217100633,1410156.464,R
R23,R15,0.255649386,1632305.895,R
R23,R18,0.236023145,2245307.765,R
R23,R19,0.168719212,2438742.326,R
R23,R20,0.23316913,2580636.438,R
R23,R21,0.145320197,2631004.555,R
R23,R22,0.170107123,161211.7568,R
R24,R01,0.185354602,1360716.059,R
R24,R02,0.241320666,1413948.926,R
R24,R04,0.162542028,1403655.236,R
R24,R05,0.230315115,1395427.254,R
R24,R06,0.194112128,1260674.094,R
R24,R07,0.219465947,1303559.349,R
R24,R08,0.218781766,1218600.57,R
R24,R09,0.247888811,1144857.42,R
R24,R10,0.227539292,1274350.88,R
R24,R11,0.23807569,1316651.369,R
R24,R12,0.248162483,1544378.679,R
R24,R13,0.224392056,1559511.835,R
R24,R15,0.247517398,1786666.004,R
R24,R18,0.250840566,2399096.793,R
R24,R19,0.200621628,2593517.714,R
R24,R20,0.232582688,2734645.354,R
R24,R21,0.17595199,2785923.828,R
R24,R22,0.340800688,309229.2155,R
R24,R23,0.177730862,155508.0245,R
R25,R01,0.135722105,1480529.034,R
R25,R02,0.16572836,1529613.333,R
R25,R04,0.124306044,1514103.865,R
R25,R05,0.172726562,1503371.88,R
R25,R06,0.129916334,1368863.829,R
R25,R07,0.147040425,1402681.57,R
R25,R08,0.157479084,1317743.658,R
R25,R09,0.176538431,1233591.554,R
R25,R10,0.159668465,1352558.528,R
R25,R11,0.175561029,1404628.028,R
R25,R12,0.176812104,1629363.716,R
R25,R13,0.170009383,1631382.408,R
R25,R15,0.181484088,1874087.846,R
R25,R18,0.184025334,2482934.194,R
R25,R19,0.161779654,2682232.219,R
R25,R20,0.170146219,2819118.741,R
R25,R21,0.141039174,2875447.425,R
R25,R22,0.224489796,429437.2974,R
R25,R23,0.125713504,268540.1863,R
R25,R24,0.239248573,134297.2221,R
R26,R01,0.267769177,1469349.032,R
R26,R02,0.256372664,1507054.386,R
R26,R04,0.239991399,1479511.748,R
R26,R05,0.324380327,1463500.577,R
R26,R06,0.16723356,1331000.573,R
R26,R07,0.213679725,1346715.483,R
R26,R08,0.255199781,1262872.992,R
R26,R09,0.291676441,1162257.925,R
R26,R10,0.275881617,1263927.937,R
R26,R11,0.287845023,1329866.731,R
R26,R12,0.282039252,1547832.013,R
R26,R13,0.320255688,1531549.422,R
R26,R15,0.166353898,1794506.352,R
R26,R18,0.31042302,2395131.637,R
R26,R19,0.337673,2601119.887,R
R26,R20,0.326608804,2731210.638,R
R26,R21,0.287024005,2795042.198,R
R26,R22,0.174955039,454267.077,R
R26,R23,0.159101572,307762.2008,R
R26,R24,0.21573227,253747.2227,R
R26,R25,0.169149269,176528.1504,R
R27,R01,0.088865431,1571444.204,R
R27,R02,0.106360935,1601056.698,R
R27,R04,0.080811635,1564970.112,R
R27,R05,0.10430839,1545075.975,R
R27,R06,0.085190398,1415465.694,R
R27,R07,0.096860583,1416537.189,R
R27,R08,0.099616858,1334643.347,R
R27,R09,0.113437329,1221169.13,R
R27,R10,0.102451325,1304683.301,R
R27,R11,0.110974275,1383242.333,R
R27,R12,0.113202752,1592349.165,R
R27,R13,0.107240597,1557339.459,R
R27,R15,0.133083118,1838867.456,R
R27,R18,0.116565017,2428003.193,R
R27,R19,0.10741653,2639865.398,R
R27,R20,0.108941278,2762711.014,R
R27,R21,0.092520916,2833822.118,R
R27,R22,0.211529439,593451.3011,R
R27,R23,0.086011416,457694.797,R
R27,R24,0.23977637,410286.3233,R
R27,R25,0.323832981,315567.1411,R
R27,R26,0.11312456,157558.4242,R
R28,R01,0.283036203,985227.9592,R
R28,R02,0.39258347,1004361.367,R
R28,R04,0.230940652,962001.4336,R
R28,R05,0.369712253,940525.5587,R
R28,R06,0.37254672,812489.3236,R
R28,R07,0.361814841,811606.5411,R
R28,R08,0.416881695,729270.0997,R
R28,R09,0.381304246,621536.8033,R
R28,R10,0.371432481,726460.6456,R
R28,R11,0.36953632,788687.7166,R
R28,R12,0.405172414,1007800.171,R
R28,R13,0.36373055,1003241.603,R
R28,R15,0.286691688,1254174.88,R
R28,R18,0.445030886,1858280.51,R
R28,R19,0.275568848,2061630.838,R
