site1,site2,comm_sim,site_dis,group
D25,D10,0.124794745,1352558.528,D
D25,D11,0.104757995,1404628.028,D
D25,D12,0.127668309,1629363.716,D
D25,D13,0.125283447,1631382.408,D
D25,D15,0.078289937,1874087.846,D
D25,D18,0.063707092,2482934.194,D
D25,D19,0.122233951,2682232.219,D
D25,D20,0.1227422,2819118.741,D
D25,D21,0.066150598,2875447.425,D
D25,D22,0.168914692,429437.2974,D
D25,D23,0.208910001,268540.1863,D
D25,D24,0.187524435,134297.2221,D
D26,D01,0.314723591,1469349.032,D
D26,D02,0.253850966,1507054.386,D
D26,D04,0.232093987,1479511.748,D
D26,D05,0.295331926,1463500.577,D
D26,D06,0.232348112,1331000.573,D
D26,D07,0.266185785,1346715.483,D
D26,D08,0.099440926,1262872.992,D
D26,D09,0.263038549,1162257.925,D
D26,D10,0.257154586,1263927.937,D
D26,D11,0.254632888,1329866.731,D
D26,D12,0.260008601,1547832.013,D
D26,D13,0.292106498,1531549.422,D
D26,D15,0.098561264,1794506.352,D
D26,D18,0.094964423,2395131.637,D
D26,D19,0.319766987,2601119.887,D
D26,D20,0.271815623,2731210.638,D
D26,D21,0.209496442,2795042.198,D
D26,D22,0.153119869,454267.077,D
D26,D23,0.224607084,307762.2008,D
D26,D24,0.149092971,253747.2227,D
D26,D25,0.106771444,176528.1504,D
D27,D01,0.110778794,1571444.204,D
D27,D02,0.118813042,1601056.698,D
D27,D04,0.104073813,1564970.112,D
D27,D05,0.107924779,1545075.975,D
D27,D06,0.113398233,1415465.694,D
D27,D07,0.126573618,1416537.189,D
D27,D08,0.074067558,1334643.347,D
D27,D09,0.119086715,1221169.13,D
D27,D10,0.160059426,1304683.301,D
D27,D11,0.122097115,1383242.333,D
D27,D12,0.173156619,1592349.165,D
D27,D13,0.170361248,1557339.459,D
D27,D15,0.084037063,1838867.456,D
D27,D18,0.078602705,2428003.193,D
D27,D19,0.162033779,2639865.398,D
D27,D20,0.160430839,2762711.014,D
D27,D21,0.078407225,2833822.118,D
D27,D22,0.210610681,593451.3011,D
D27,D23,0.273926812,457694.797,D
D27,D24,0.264465556,410286.3233,D
D27,D25,0.267143639,315567.1411,D
D27,D26,0.119028071,157558.4242,D
D28,D01,0.179411995,985227.9592,D
D28,D02,0.212760966,1004361.367,D
D28,D04,0.157870045,962001.4336,D
D28,D05,0.175072328,940525.5587,D
D28,D06,0.186195168,812489.3236,D
D28,D07,0.210004692,811606.5411,D
D28,D08,0.150089921,729270.0997,D
D28,D09,0.186410196,621536.8033,D
D28,D10,0.25160294,726460.6456,D
D28,D11,0.214676675,788687.7166,D
D28,D12,0.256157635,1007800.171,D
D28,D13,0.254359215,1003241.603,D
D28,D15,0.102764094,1254174.88,D
D28,D18,0.085581359,1858280.51,D
D28,D19,0.239835014,2061630.838,D
D28,D20,0.265091094,2194567.605,D
D28,D21,0.138927985,2255412.077,D
D28,D22,0.30801861,357711.5438,D
D28,D23,0.438013136,423460.6176,D
D28,D24,0.289252483,562969.8566,D
D28,D25,0.22204629,628147.0193,D
D28,D26,0.190417546,541179.0959,D
D28,D27,0.245601689,605539.1035,D
D29,D01,0.171260458,1135839.847,D
D29,D02,0.204374853,1157362.988,D
D29,D04,0.15761592,1115930.394,D
D29,D05,0.161916491,1094448.537,D
D29,D06,0.18556963,966407.1754,D
D29,D07,0.194463992,964003.1236,D
D29,D08,0.141860192,882189.1928,D
D29,D09,0.157420439,770239.7714,D
D29,D10,0.217257018,864527.9709,D
D29,D11,0.193818907,934832.141,D
D29,D12,0.210395653,1149575.354,D
D29,D13,0.196379701,1132154.228,D
D29,D15,0.093244194,1396412.245,D
D29,D18,0.088591759,1995289.019,D
D29,D19,0.182383298,2202058.032,D
D29,D20,0.200035186,2331326.676,D
D29,D21,0.110172805,2396037.309,D
D29,D22,0.326374228,354506.333,D
D29,D23,0.292810228,356901.2223,D
D29,D24,0.273672687,470349.7066,D
D29,D25,0.149092971,509957.3951,D
D29,D26,0.179138322,399937.1238,D
D29,D27,0.190300258,452534.6398,D
D29,D28,0.314254437,153958.515,D
D30,D01,0.237196028,1334692.453,D
D30,D02,0.284385018,1378452.415,D
D30,D04,0.21422707,1357921.38,D
D30,D05,0.258288373,1345222.55,D
D30,D06,0.262491203,1211202.798,D
D30,D07,0.277777778,1239398.231,D
D30,D08,0.123954179,1154616.967,D
D30,D09,0.238095238,1066806.426,D
D30,D10,0.282293377,1184066.831,D
D30,D11,0.278970209,1237496.319,D
D30,D12,0.288157792,1461524.951,D
D30,D13,0.29449136,1462829.363,D
D30,D15,0.116193604,1706585.258,D
D30,D18,0.091563062,2314742.057,D
D30,D19,0.24188756,2514773.088,D
D30,D20,0.266048948,2650963.997,D
D30,D21,0.188286809,2708119.697,D
D30,D22,0.16252248,300025.319,D
D30,D23,0.257037298,149494.5439,D
D30,D24,0.159199312,141221.7348,D
D30,D25,0.107475174,168618.9,D
D30,D26,0.278070999,158268.8986,D
D30,D27,0.122312143,310127.6731,D
D30,D28,0.211216671,459588.986,D
D30,D29,0.175873798,346210.7062,D
D31,D01,0.185608726,490820.0951,D
D31,D02,0.290953163,572486.7784,D
D31,D04,0.135213856,607280.996,D
D31,D05,0.160743608,622332.3671,D
D31,D06,0.22916178,509658.3387,D
D31,D07,0.259226679,630199.0494,D
D31,D08,0.222026742,569013.1638,D
D31,D09,0.154976933,622633.8386,D
D31,D10,0.311107202,797417.2591,D
D31,D11,0.324223942,741869.7467,D
D31,D12,0.219563688,944057.4113,D
D31,D13,0.236648682,1062173.745,D
D31,D15,0.079325983,1132354.541,D
D31,D18,0.063257487,1723704.478,D
D31,D19,0.16222926,1876785.165,D
D31,D20,0.230491047,2040153.377,D
D31,D21,0.104523419,2057340.192,D
D31,D22,0.252541246,612271.5469,D
D31,D23,0.239287669,772283.0659,D
D31,D24,0.149620768,908856.5951,D
D31,D25,0.086500117,1037310.337,D
D31,D26,0.1893815,1060666.397,D
D31,D27,0.114551568,1186773.463,D
D31,D28,0.229239972,682133.36,D
D31,D29,0.177398546,805903.772,D
D31,D30,0.223571038,910943.0468,D
D32,D01,0.11764016,386544.1925,D
D32,D02,0.183849402,465226.9601,D
D32,D04,0.091445774,499484.8604,D
D32,D05,0.10991868,515456.3398,D
D32,D06,0.144811948,406378.7587,D
D32,D07,0.161681914,532880.9553,D
D32,D08,0.201540386,477591.4274,D
D32,D09,0.105559465,548801.0432,D
D32,D10,0.20140355,720209.2601,D
D32,D11,0.20681836,653544.8098,D
D32,D12,0.143560873,847465.1951,D
D32,D13,0.151047775,974068.0123,D
D32,D15,0.063159747,1029054.598,D
D32,D18,0.050355774,1617154.013,D
D32,D19,0.12184299,1768987.557,D
D32,D20,0.167077176,1932677.042,D
D32,D21,0.074556259,1949346.446,D
D32,D22,0.239326765,688570.9346,D
D32,D23,0.193564782,849758.9077,D
D32,D24,0.14649308,992002.8331,D
D32,D25,0.079208695,1117386.546,D
D32,D26,0.132750801,1127921.322,D
D32,D27,0.10129799,1246472.645,D
D32,D28,0.218429901,708739.8518,D
D32,D29,0.16954023,843824.426,D
D32,D30,0.156755806,982876.2819,D
D32,D31,0.457639378,108039.209,D
D33,D01,0.143502228,436992.26,D
D33,D02,0.193193369,506443.0894,D
D33,D04,0.119790445,527945.272,D
D33,D05,0.135878489,538076.7394,D
D33,D06,0.166041129,418423.3815,D
D33,D07,0.178981938,532372.7174,D
D33,D08,0.200465244,468454.7122,D
D33,D09,0.135037923,520195.4807,D
D33,D10,0.220990695,694821.7839,D
D33,D11,0.218019392,640099.5358,D
D33,D12,0.187915396,845100.8041,D
D33,D13,0.184455391,960145.5412,D
D33,D15,0.084818985,1038995.232,D
D33,D18,0.071858629,1636038.531,D
D33,D19,0.16072406,1794697.665,D
D33,D20,0.199135976,1955865.158,D
D33,D21,0.09328329,1977517.795,D
D33,D22,0.299046055,623888.9109,D
D33,D23,0.248690281,785049.2116,D
D33,D24,0.188638674,929551.9006,D
D33,D25,0.111736649,1053269.574,D
D33,D26,0.153960435,1059436.83,D
D33,D27,0.148486981,1176323.869,D
D33,D28,0.268199234,637358.1325,D
D33,D29,0.21884041,772091.7275,D
D33,D30,0.169931191,915899.9918,D
D33,D31,0.468312612,102660.7806,D
D33,D32,0.591230745,71732.84153,D
D34,D01,0.123973727,429172.9362,D
D34,D02,0.181405896,486765.3009,D
D34,D04,0.094475721,495523.7769,D
D34,D05,0.115998123,500510.0266,D
D34,D06,0.141977481,374442.9089,D
D34,D07,0.162170615,478573.2946,D
D34,D08,0.190632575,410493.8337,D
D34,D09,0.110446477,454709.8861,D
D34,D10,0.199135976,629798.5172,D
D34,D11,0.210200172,579200.7975,D
D34,D12,0.146238955,788741.7537,D
D34,D13,0.155582923,898351.1395,D
D34,D15,0.064078505,989257.466,D
D34,D18,0.052681992,1591383.488,D
D34,D19,0.124775197,1755090.734,D
D34,D20,0.174466338,1914111.899,D
D34,D21,0.079267339,1939757.554,D
D34,D22,0.227949801,623052.5739,D
D34,D23,0.186762061,783083.7931,D
D34,D24,0.131401986,931648.4289,D
D34,D25,0.072581906,1051539.89,D
D34,D26,0.139416686,1046513.771,D
D34,D27,0.099069513,1156985.961,D
D34,D28,0.202791461,599736.646,D
D34,D29,0.157303151,740226.1344,D
D34,D30,0.158065525,907813.3189,D
D34,D31,0.510067245,168134.0205,D
D34,D32,0.599558214,120511.7602,D
D34,D33,0.625674408,66853.58203,D
D35,D01,0.114414731,364720.187,D
D35,D02,0.174212214,417276.6446,D
D35,D04,0.093381031,424139.5655,D
D35,D05,0.113965126,429501.8799,D
D35,D06,0.154840097,304903.1933,D
D35,D07,0.154097271,415366.2094,D
D35,D08,0.202439597,352168.3752,D
D35,D09,0.112499023,414518.9824,D
D35,D10,0.188325905,586705.2876,D
D35,D11,0.199624677,525359.6211,D
D35,D12,0.150910939,728164.9277,D
D35,D13,0.151028227,845883.869,D
D35,D15,0.069512863,923046.967,D
D35,D18,0.051645946,1522678.646,D
D35,D19,0.122624912,1684800.255,D
D35,D20,0.158378294,1844415.867,D
D35,D21,0.08446712,1869087.889,D
D35,D22,0.219446399,689196.9658,D
D35,D23,0.17364532,848367.4291,D
D35,D24,0.122898585,998278.2775,D
D35,D25,0.069317382,1116482.581,D
D35,D26,0.127961529,1105734.447,D
D35,D27,0.09007741,1211842.066,D
D35,D28,0.181933693,641123.5034,D
D35,D29,0.143736805,786307.7213,D
D35,D30,0.160059426,969987.5231,D
D35,D31,0.464187974,216872.6414,D
D35,D32,0.532801626,134470.5474,D
D35,D33,0.57574869,117023.4773,D
D35,D34,0.623485026,71384.24624,D
D36,D01,0.176714364,323488.3707,D
D36,D02,0.258288373,369091.8784,D
D36,D04,0.158984283,372009.1667,D
D36,D05,0.165689264,376804.8342,D
D36,D06,0.24028462,252569.0574,D
D36,D07,0.239815466,366920.1462,D
D36,D08,0.256529048,307793.0103,D
D36,D09,0.174740011,383982.7882,D
D36,D10,0.269489405,552419.4065,D
D36,D11,0.276096646,483344.0198,D
D36,D12,0.235260771,680850.4076,D
D36,D13,0.232817265,803917.2261,D
D36,D15,0.101043866,872130.3619,D
D36,D18,0.080010165,1470479.894,D
D36,D19,0.18627336,1632111.397,D
D36,D20,0.207443897,1791863.501,D
D36,D21,0.123660959,1816362.063,D
D36,D22,0.288509657,735720.9888,D
D36,D23,0.246559543,893971.9759,D
D36,D24,0.175815154,1044949.638,D
D36,D25,0.098932677,1161579.117,D
D36,D26,0.173410744,1146023.38,D
D36,D27,0.131226054,1248497.35,D
D36,D28,0.233345062,668994.6284,D
D36,D29,0.195851904,817016.7505,D
D36,D30,0.215790914,1012846.975,D
D36,D31,0.479044491,263288.706,D
D36,D32,0.420947689,170235.9333,D
D36,D33,0.50621628,166867.1125,D
D36,D34,0.486101337,123805.005,D
D36,D35,0.520193135,52725.96946,D
D37,D01,0.306259285,248081.766,D
D37,D02,0.425443741,268949.8866,D
D37,D04,0.270349519,258300.6569,D
D37,D05,0.271600594,261178.5859,D
D37,D06,0.414516381,138958.1474,D
D37,D07,0.414262257,266794.5894,D
D37,D08,0.23086246,224092.2927,D
D37,D09,0.286515756,337470.0724,D
D37,D10,0.422824302,489448.3572,D
D37,D11,0.425209164,400679.7109,D
D37,D12,0.390511377,580689.1999,D
D37,D13,0.386425835,717313.9582,D
D37,D15,0.111502072,761489.5913,D
D37,D18,0.091035265,1356197.355,D
D37,D19,0.296778482,1516537.806,D
D37,D20,0.297912268,1676652.11,D
D37,D21,0.209457346,1700670.287,D
D37,D22,0.292419267,840660.1311,D
D37,D23,0.297013058,996813.0923,D
D37,D24,0.187407147,1149483.812,D
D37,D25,0.114062867,1262927.47,D
D37,D26,0.262569396,1238104.939,D
D37,D27,0.144420987,1333152.006,D
D37,D28,0.263390414,740222.414,D
D37,D29,0.218273516,892148.8413,D
D37,D30,0.303268434,1110232.111,D
D37,D31,0.421104074,370866.4861,D
D37,D32,0.313804832,268728.1626,D
D37,D33,0.351258894,279843.115,D
D37,D34,0.324028462,239331.9738,D
D37,D35,0.321995465,168421.7015,D
D37,D36,0.436253812,115696.463,D
D38,D01,0.195402299,310266.7309,D
D38,D02,0.294999609,324758.9445,D
D38,D04,0.173528032,300409.8331,D
D38,D05,0.187250762,294883.2,D
D38,D06,0.264582845,161863.9547,D
D38,D07,0.263879115,261950.8041,D
D38,D08,0.287512706,201911.2205,D
D38,D09,0.196614278,292035.9344,D
D38,D10,0.311732739,453727.8716,D
D38,D11,0.309602002,378217.1259,D
D38,D12,0.264172336,575161.8868,D
D38,D13,0.264758777,698529.6041,D
D38,D15,0.109742748,770954.365,D
D38,D18,0.081828134,1373986.982,D
D38,D19,0.210415201,1540912.631,D
D38,D20,0.248572992,1698215.967,D
D38,D21,0.142133865,1727108.836,D
D38,D22,0.302916569,795437.2416,D
D38,D23,0.259148487,949521.8385,D
D38,D24,0.183399797,1103248.474,D
D38,D25,0.10430839,1214139.473,D
D38,D26,0.198080382,1184231.874,D
D38,D27,0.135350692,1276341.94,D
D38,D28,0.247302369,680679.2553,D
D38,D29,0.202341856,833192.2813,D
D38,D30,0.243549144,1059191.71,D
D38,D31,0.49438971,368936.3123,D
D38,D32,0.451579482,275680.9837,D
D38,D33,0.498318868,270422.6115,D
D38,D34,0.488271171,218332.3479,D
D38,D35,0.523379467,153417.7916,D
D38,D36,0.577273438,106140.6271,D
D38,D37,0.463972946,62511.51413,D
D39,D01,0.186957542,325121.3036,D
D39,D02,0.253518649,337312.835,D
D39,D04,0.154292752,309370.1099,D
D39,D05,0.177085777,301763.7423,D
D39,D06,0.220853859,167633.4327,D
D39,D07,0.2660294,259492.8387,D
D39,D08,0.2404801,195626.2621,D
D39,D09,0.179451091,279285.0045,D
D39,D10,0.285538353,442871.1875,D
D39,D11,0.30971929,370704.8616,D
D39,D12,0.230803816,571297.0978,D
D39,D13,0.249003049,691296.9119,D
D39,D15,0.097056064,770539.5128,D
D39,D18,0.082023614,1375343.746,D
D39,D19,0.202732817,1543939.717,D
D39,D20,0.270193135,1700469.939,D
D39,D21,0.126612714,1730643.017,D
D39,D22,0.288646493,787342.9414,D
D39,D23,0.259168035,940688.6712,D
D39,D24,0.171358198,1094702.676,D
D39,D25,0.104249746,1204742.997,D
D39,D26,0.200113379,1173115.592,D
D39,D27,0.140550473,1264133.525,D
D39,D28,0.243079991,667434.9353,D
D39,D29,0.191101728,820176.7223,D
D39,D30,0.224900305,1049082.815,D
D39,D31,0.486550942,373586.16,D
D39,D32,0.455039487,282870.6444,D
D39,D33,0.526722183,273812.6158,D
D39,D34,0.531257331,219171.4493,D
D39,D35,0.52144421,156974.1379,D
D39,D36,0.546622097,112643.4049,D
D39,D37,0.429548831,77795.9837,D
D39,D38,0.600144656,15610.27687,D
D40,D01,0.190867151,355162.9164,D
D40,D02,0.258288373,351734.8795,D
D40,D04,0.158632418,307046.7283,D
D40,D05,0.18386895,291121.5584,D
D40,D06,0.227695676,157943.4778,D
D40,D07,0.267378216,219074.6006,D
D40,D08,0.248240676,146981.2143,D
D40,D09,0.186996638,224406.866,D
D40,D10,0.288060052,387462.4603,D
D40,D11,0.321467668,318575.7483,D
D40,D12,0.2354758,525429.4166,D
D40,D13,0.25070373,639153.794,D
D40,D15,0.099147705,732556.76,D
D40,D18,0.079599656,1341522.421,D
D40,D19,0.202928298,1514994.919,D
D40,D20,0.27294941,1669076.474,D
D40,D21,0.130737352,1703188.687,D
D40,D22,0.283407616,801656.0965,D
D40,D23,0.250566893,951593.8014,D
D40,D24,0.166627571,1106536.823,D
D40,D25,0.099069513,1212789.892,D
D40,D26,0.197454844,1173080.687,D
D40,D27,0.132653061,1258110.411,D
D40,D28,0.241868012,656288.7471,D
D40,D29,0.188658222,810043.3334,D
D40,D30,0.227109234,1054133.78,D
D40,D31,0.491711627,423478.2599,D
D40,D32,0.448842755,336230.8269,D
D40,D33,0.500723278,322173.7828,D
D40,D34,0.505082493,263515.3691,D
D40,D35,0.482699977,206796.59,D
D40,D36,0.50731097,166313.2874,D
D40,D37,0.435628274,119054.4682,D
D40,D38,0.595961373,67629.84929,D
D40,D39,0.638439284,55489.21812,D
D41,D01,0.247771522,401931.2907,D
D41,D02,0.353741497,388876.8141,D
D41,D04,0.217726171,332230.2788,D
D41,D05,0.232719525,309381.65,D
D41,D06,0.3281531,183920.8747,D
D41,D07,0.362283994,205329.6109,D
D41,D08,0.307490812,123070.5645,D
D41,D09,0.24128157,171216.4416,D
D41,D10,0.385780749,338272.4114,D
D41,D11,0.390159512,280499.274,D
D41,D12,0.324790836,497240.9181,D
D41,D13,0.325142701,599228.5226,D
D41,D15,0.111638908,714576.2375,D
D41,D18,0.085151302,1327265.476,D
D41,D19,0.256822269,1506270.976,D
D41,D20,0.339139104,1657337.646,D
D41,D21,0.174466338,1695959.877,D
D41,D22,0.302564704,800180.0014,D
D41,D23,0.293122996,946121.3283,D
D41,D24,0.185804207,1101549.439,D
D41,D25,0.115138009,1203823.306,D
D41,D26,0.23977637,1156436.378,D
D41,D27,0.142368442,1235760.223,D
D41,D28,0.269880366,631168.6448,D
D41,D29,0.214246618,785106.9281,D
D41,D30,0.278403315,1042620.622,D
D41,D31,0.408163265,463830.8947,D
D41,D32,0.365079365,382166.2381,D
D41,D33,0.359781844,361400.344,D
D41,D34,0.354445226,299130.0258,D
D41,D35,0.367874736,249494.3216,D
D41,D36,0.434553132,214301.1674,D
D41,D37,0.478418954,172750.3097,D
D41,D38,0.537864571,121529.0585,D
D41,D39,0.506587693,108231.0959,D
D41,D40,0.519196184,54471.59797,D
D42,D01,0.176538431,460120.2414,D
D42,D02,0.233208226,444582.3059,D
D42,D04,0.144264602,382669.1157,D
D42,D05,0.176284307,356083.3275,D
D42,D06,0.198608179,236948.0324,D
D42,D07,0.227597936,230442.5234,D
D42,D08,0.206661975,145587.2164,D
D42,D09,0.174955039,132045.5163,D
D42,D10,0.257350066,306857.1817,D
D42,D11,0.269528501,271585.0707,D
D42,D12,0.217980296,497841.395,D
D42,D13,0.233442802,582233.8109,D
D42,D15,0.095453124,725496.0044,D
D42,D18,0.077175698,1340279.697,D
D42,D19,0.196301509,1524828.413,D
D42,D20,0.239815466,1672573.526,D
D42,D21,0.125107514,1715813.503,D
D42,D22,0.283642193,776989.3454,D
D42,D23,0.25570803,918459.2111,D
D42,D24,0.168308703,1073938.89,D
D42,D25,0.106243647,1172250.78,D
D42,D26,0.184963641,1118058.942,D
D42,D27,0.139807647,1192497.678,D
D42,D28,0.257174134,586995.3034,D
D42,D29,0.193916647,740557.5855,D
D42,D30,0.209066385,1009029.81,D
D42,D31,0.434103526,490723.7971,D
D42,D32,0.451168973,417538.2989,D
D42,D33,0.457052936,388221.0012,D
D42,D34,0.453475643,322956.187,D
D42,D35,0.401340996,283093.1521,D
D42,D36,0.420732661,255454.33,D
D42,D37,0.395339745,228929.5088,D
D42,D38,0.458069435,173721.9434,D
D42,D39,0.489189929,159080.3397,D
D42,D40,0.50971538,109898.4521,D
D42,D41,0.423000235,58260.19376,D
D43,D01,0.129193057,510759.498,D
D43,D02,0.162893893,499722.7168,D
D43,D04,0.101122058,439598.7305,D
D43,D05,0.126847291,413091.2217,D
D43,D06,0.143072171,293252.0214,D
D43,D07,0.157361795,282791.0207,D
D43,D08,0.192352803,198897.5499,D
D43,D09,0.130209555,142164.675,D
D43,D10,0.191844554,315502.7823,D
D43,D11,0.193936195,303273.2167,D
D43,D12,0.177633122,533055.2729,D
D43,D13,0.173195715,601755.3842,D
D43,D15,0.089666901,766694.9022,D
D43,D18,0.061146298,1381707.967,D
D43,D19,0.15681445,1569709.517,D
D43,D20,0.19999609,1715217.678,D
D43,D21,0.100027367,1761383.541,D
D43,D22,0.263077645,732133.5744,D
D43,D23,0.237254672,870373.8428,D
D43,D24,0.165806553,1025681.602,D
D43,D25,0.103839237,1121585.422,D
D43,D26,0.139318946,1064033.964,D
D43,D27,0.1402768,1136618.489,D
D43,D28,0.257799672,531082.3693,D
D43,D29,0.202283212,684433.7513,D
D43,D30,0.171221362,957400.2759,D
D43,D31,0.410645868,492930.3126,D
D43,D32,0.477676128,430141.923,D
D43,D33,0.57154586,392035.0645,D
D43,D34,0.548537806,325293.9204,D
D43,D35,0.558859176,296970.3657,D
D43,D36,0.469720072,278522.9581,D
D43,D37,0.312514661,272302.8727,D
D43,D38,0.482641332,212735.6279,D
D43,D39,0.509343967,197249.0592,D
D43,D40,0.481937603,156003.1901,D
D43,D41,0.352959575,110934.1403,D
D43,D42,0.423273907,57043.12712,D
D44,D01,0.126730002,538270.2934,D
D44,D02,0.157967785,539919.8345,D
D44,D04,0.10280319,489888.3472,D
D44,D05,0.12094378,467708.1922,D
D44,D06,0.140491829,340715.1125,D
D44,D07,0.148545625,349219.7007,D
D44,D08,0.19659473,264368.8345,D
D44,D09,0.123602314,209754.8301,D
D44,D10,0.186781609,378506.3636,D
D44,D11,0.179079678,374328.6419,D
D44,D12,0.180311205,604308.4343,D
D44,D13,0.177066229,668381.8617,D
D44,D15,0.090331535,838049.7161,D
D44,D18,0.062104152,1453078.634,D
D44,D19,0.160391743,1640540.677,D
D44,D20,0.19428806,1786476.452,D
D44,D21,0.096860583,1832033.677,D
D44,D22,0.328309485,661075.0451,D
D44,D23,0.306982563,800514.8687,D
D44,D24,0.225428102,955932.9565,D
D44,D25,0.143091719,1053509.984,D
D44,D26,0.138400188,1000249.842,D
D44,D27,0.183204316,1077557.942,D
D44,D28,0.378469779,472828.8699,D
D44,D29,0.302076003,626768.0619,D
D44,D30,0.158691063,890254.6887,D
D44,D31,0.348385331,450802.624,D
D44,D32,0.359605911,400880.7545,D
D44,D33,0.408749707,353572.4107,D
D44,D34,0.350926578,287208.5743,D
D44,D35,0.352158105,273780.0593,D
D44,D36,0.371588865,268093.521,D
D44,D37,0.298185941,291515.2581,D
D44,D38,0.378137462,229031.2577,D
D44,D39,0.374579717,213738.8278,D
D44,D40,0.369262648,188193.1019,D
D44,D41,0.301587302,158339.7996,D
D44,D42,0.349089061,118786.2524,D
D44,D43,0.463308312,71433.89258,D
D45,D01,0.273105794,602268.343,D
D45,D02,0.370220502,598067.3635,D
D45,D04,0.246481351,541006.5753,D
D45,D05,0.258601142,514933.5559,D
D45,D06,0.387383689,393750.7219,D
D45,D07,0.370924232,380766.8643,D
D45,D08,0.217804363,298394.1699,D
D45,D09,0.255981703,206217.2855,D
D45,D10,0.366799593,357865.1547,D
D45,D11,0.380131363,377865.4609,D
D45,D12,0.392993979,607214.0262,D
D45,D13,0.364297443,651526.193,D
D45,D15,0.116740949,847510.1252,D
D45,D18,0.096078661,1461084.485,D
D45,D19,0.268648839,1654206.885,D
D45,D20,0.255883963,1796060.192,D
D45,D21,0.185706466,1846777.86,D
D45,D22,0.288822426,653623.7099,D
D45,D23,0.28837282,784814.2578,D
D45,D24,0.186214716,939354.1952,D
D45,D25,0.112303542,1030557.089,D
D45,D26,0.243040895,966901.1624,D
D45,D27,0.145222457,1036250.691,D
D45,D28,0.249081242,430950.784,D
D45,D29,0.212487294,583800.8573,D
D45,D30,0.314313082,864818.2133,D
D45,D31,0.41392994,508498.1555,D
D45,D32,0.322581906,465308.6518,D
D45,D33,0.372312143,414311.809,D
D45,D34,0.338220346,348958.4881,D
D45,D35,0.345277191,340867.0851,D
D45,D36,0.45701384,336935.4807,D
D45,D37,0.574732192,357268.8921,D
D45,D38,0.468586285,295069.446,D
D45,D39,0.438540934,279574.9975,D
D45,D40,0.440261162,248375.32,D
D45,D41,0.440437094,210009.6599,D
D45,D42,0.390354993,158855.1412,D
D45,D43,0.343205098,101847.8972,D
D45,D44,0.319395574,68968.26073,D
D46,D01,0.112674955,644227.3421,D
D46,D02,0.138263351,630201.5686,D
D46,D04,0.087282039,563901.0197,D
D46,D05,0.104093361,533244.6914,D
D46,D06,0.110739698,421492.3955,D
D46,D07,0.133630464,384152.5257,D
D46,D08,0.15992259,307640.3411,D
D46,D09,0.101141606,184667.6147,D
D46,D10,0.163558527,311654.4172,D
D46,D11,0.163851748,353082.012,D
D46,D12,0.143912738,577476.0476,D
D46,D13,0.144909688,604443.8395,D
D46,D15,0.06833998,821867.7332,D
D46,D18,0.054089452,1431974.916,D
D46,D19,0.137012276,1630042.752,D
D46,D20,0.174661819,1767859.279,D
D46,D21,0.07785988,1823367.833,D
D46,D22,0.280045351,691555.992,D
D46,D23,0.26843381,814668.6876,D
D46,D24,0.186625225,967574.6903,D
D46,D25,0.118871687,1052233.645,D
D46,D26,0.123152709,977759.9822,D
D46,D27,0.165083275,1037268.78,D
D46,D28,0.293631246,436891.6584,D
D46,D29,0.232973649,585814.2254,D
D46,D30,0.130541872,884752.1519,D
D46,D31,0.351982172,577102.7296,D
D46,D32,0.423039331,531985.3673,D
D46,D33,0.514700133,482389.7407,D
D46,D34,0.443349754,416704.5611,D
D46,D35,0.425404645,405281.0903,D
D46,D36,0.365998123,397311.8147,D
D46,D37,0.261611541,404801.9251,D
D46,D38,0.37004457,344090.2265,D
D46,D39,0.407361795,328488.6516,D
D46,D40,0.397626867,289499.7037,D
D46,D41,0.267690984,243180.3633,D
D46,D42,0.384256001,185907.3994,D
D46,D43,0.524865118,133524.0162,D
D46,D44,0.448569083,131560.9107,D
D46,D45,0.277113144,68700.69837,D
D47,D01,0.082610056,742686.1454,D
D47,D02,0.097427477,724677.7983,D
D47,D04,0.063843928,653477.6141,D
D47,D05,0.080596606,620041.6328,D
D47,D06,0.079228243,514967.9103,D
D47,D07,0.091797639,461859.4783,D
D47,D08,0.12033779,391933.3503,D
D47,D09,0.073226992,250290.6529,D
D47,D10,0.115646259,328413.4789,D
D47,D11,0.120396434,402020.0223,D
D47,D12,0.101219798,612333.8146,D
D47,D13,0.104386582,608262.2726,D
D47,D15,0.053933067,859179.8424,D
D47,D18,0.043904918,1460308.449,D
D47,D19,0.099910079,1665148.42,D
D47,D20,0.123289546,1796577.151,D
D47,D21,0.057119399,1859081.462,D
D47,D22,0.197884901,694438.5749,D
D47,D23,0.16893424,802527.5342,D
D47,D24,0.123387286,951262.2838,D
D47,D25,0.083528814,1025264.583,D
D47,D26,0.091426226,935974.7192,D
D47,D27,0.106302291,982194.0493,D
D47,D28,0.184748612,398174.8072,D
D47,D29,0.145965283,537247.9485,D
D47,D30,0.094983971,856663.3402,D
D47,D31,0.310657596,661195.2105,D
D47,D32,0.326843381,624000.2383,D
D47,D33,0.449351005,570430.6446,D
D47,D34,0.435335054,506217.656,D
D47,D35,0.468625381,500708.415,D
D47,D36,0.337829385,495659.1774,D
D47,D37,0.215478145,504790.4612,D
D47,D38,0.328114004,444251.7439,D
D47,D39,0.368304793,428654.5279,D
D47,D40,0.34087888,388751.2119,D
D47,D41,0.202068184,340837.8562,D
D47,D42,0.280885918,282818.8518,D
