"","x"
"1",0.0604365453602935
"2",0.060520682158853
"3",0.0585027475993995
"4",0.0585844784550888
"5",0.0581226356435142
"6",0.0579231368258488
"7",0.0579155666516272
"8",0.0556891822820245
"9",0.0554958050475237
"10",0.0554971420024058
"11",0.0552806656539522
"12",0.0534385483267795
"13",0.0522445125344173
"14",0.0523187359350264
"15",0.0508366620867594
"16",0.0509035050691586
"17",0.0501366568146978
"18",0.0494897754678473
"19",0.0482731446986648
"20",0.0483378187012429
"21",0.0484073252498263
"22",0.0484402424201903
"23",0.0478979436448612
"24",0.0478128074406369
"25",0.0463680397300243
"26",0.0463316023599336
"27",0.0463905960270869
"28",0.0463343354215265
"29",0.0463406957740254
"30",0.0463914647920236
"31",0.0464542056170438
"32",0.0465165339284177
"33",0.0458661874312015
"34",0.0446974384692242
"35",0.0447631439765061
"36",0.0448290755606526
"37",0.0448707821156058
"38",0.0449370621161186
"39",0.0450021643777886
"40",0.0450688282290701
"41",0.0442752617074938
"42",0.0443375226763507
"43",0.0443998049410144
"44",0.0436832395824526
"45",0.0437470679758299
"46",0.0438109366353637
"47",0.0438753112642254
"48",0.0435684157031514
"49",0.0436338149059528
"50",0.0436994858745834
"51",0.0437643276172711
"52",0.0438238966459075
"53",0.0438897335117768
"54",0.0439559969073453
"55",0.0440224862568689
"56",0.0440893205615725
"57",0.04415619297855
"58",0.0428240056665973
"59",0.0424115502519889
"60",0.0412468913949822
"61",0.0399761646686395
"62",0.0400366752673186
"63",0.0384557313565606
"64",0.0385151043774145
"65",0.0385731984308552
"66",0.0386329303269429
"67",0.0386922655872556
"68",0.0371633536525578
"69",0.0372212585821602
"70",0.0369793124904092
"71",0.0357858410501729
"72",0.0358387257822551
"73",0.0358949858201579
"74",0.0359512806252578
"75",0.0354291007260272
"76",0.0354837789889113
"77",0.0355397784684226
"78",0.0355936365378526
"79",0.0356500615184762
"80",0.0357066677981735
"81",0.0357624846202738
"82",0.0358194423905441
"83",0.0358762505640295
"84",0.0359330843454232
"85",0.0359848990511935
"86",0.0345949288867116
"87",0.0324287516374573
"88",0.0324807849688994
"89",0.0325332702676197
"90",0.0325856037360508
"91",0.0325158728144021
"92",0.0325678229362617
"93",0.0326206244109565
"94",0.032673673024543
"95",0.0313121301594671
"96",0.0313625300445436
"97",0.0314132383224994
"98",0.0314646472884287
"99",0.0315164088511021
"100",0.0294112686365119
"101",0.0294290255252535
"102",0.029477406942111
"103",0.0295263298890499
"104",0.0295750373273969
"105",0.0296242088014679
"106",0.0296732220837958
"107",0.0296821320826347
"108",0.0297318498495006
"109",0.029781747547795
"110",0.029831749191332
"111",0.0298819739994633
"112",0.0299323635531768
"113",0.0299829184711053
"114",0.0300336379625771
"115",0.0300845265946791
"116",0.0301355832202306
"117",0.030186757241254
"118",0.0302380976697408
"119",0.0302896624323761
"120",0.0303413689705677
"121",0.0280360066864249
"122",0.0280842467914231
"123",0.0281141152454381
"124",0.0281626248315801
"125",0.0282036710460572
