nodes_id,within_module_connectivities,among_module_connectivities,degree,modularity,type
Zotu4118,-0.901336775,0,1,1,Peripherals
Zotu412,-0.143863715,0.128888889,15,2,Peripherals
Zotu415,1.703528854,0.114186851,17,3,Peripherals
Zotu416,-0.564116088,0.36,5,1,Peripherals
Zotu42,0.164273473,0.265306122,7,3,Peripherals
Zotu421,-0.577350269,0,1,23,Peripherals
Zotu428,-0.451428679,0.555555556,3,3,Peripherals
Zotu43,-0.759279755,0,1,3,Peripherals
Zotu430,1.206292519,0.416089965,34,1,Peripherals
Zotu431,0.324120067,0.234375,8,4,Peripherals
Zotu432,1.847315277,0.082842915,47,2,Peripherals
Zotu434,-0.451428679,0.555555556,3,3,Peripherals
Zotu436,1.703528854,0.114186851,17,3,Peripherals
Zotu437,0.948683298,0.555555556,3,7,Peripherals
Zotu438,1.975778438,0.304401354,57,2,Peripherals
Zotu44,0.363240802,0.12109375,16,1,Peripherals
Zotu440,-0.901336775,0,1,1,Peripherals
Zotu445,0.69114683,0.497283951,45,2,Peripherals
Zotu447,-0.142590229,0.19,10,1,Peripherals
Zotu45,1.71212355,0.465500945,46,1,Peripherals
Zotu451,0,0,1,13,Peripherals
Zotu452,-0.721947939,0.305555556,6,2,Peripherals
Zotu453,-0.208095296,0.536351166,27,2,Peripherals
Zotu454,0.47212455,0.209876543,9,3,Peripherals
Zotu458,-0.759279755,0,1,3,Peripherals
Zotu459,-0.143577603,0.36,5,3,Peripherals
Zotu46,0.305757348,0.088842975,22,2,Peripherals
Zotu462,0.305757348,0.493944637,34,2,Peripherals
Zotu46213,0.626915249,0.245555556,30,2,Peripherals
Zotu463,-0.767793373,0,1,6,Peripherals
Zotu465,0,0,1,13,Peripherals
Zotu467,-0.577350269,0,1,30,Peripherals
Zotu468,-1.04310584,0,1,2,Peripherals
Zotu469,1.703528854,0.570578691,43,3,Peripherals
Zotu472,0.091094129,0.555555556,3,6,Peripherals
Zotu474,-0.901336775,0,1,1,Peripherals
Zotu477,0.091094129,0.555555556,3,6,Peripherals
Zotu48,-0.512318815,0.6,5,4,Peripherals
Zotu481,-1.139647977,0,1,4,Peripherals
Zotu482,-0.297503141,0.4375,4,3,Peripherals
Zotu484,-0.786179519,0.36,5,2,Peripherals
Zotu485,-0.058285057,0.443877551,14,1,Peripherals
Zotu488,-0.767793373,0,1,6,Peripherals
Zotu4899,-0.91464268,0.555555556,3,2,Peripherals
Zotu49016,-0.948683298,0,1,7,Peripherals
Zotu494,-0.451428679,0.555555556,3,3,Peripherals
Zotu499,-0.564116088,0.527777778,6,1,Peripherals
Zotu503,0.113062606,0.102493075,19,2,Peripherals
Zotu508,-0.272326876,0.147928994,13,2,Peripherals
Zotu509,2.296936339,0.19411415,58,2,Peripherals
Zotu51,-0.079632135,0.299382716,18,2,Peripherals
Zotu51254,-0.079632135,0.12109375,16,2,Peripherals
Zotu514,-0.208095296,0.33203125,16,2,Peripherals
Zotu515,1.549603316,0.21799308,17,3,Peripherals
Zotu517,0.52053788,0.4375,4,6,Peripherals
Zotu518,0.953377004,0.276627219,26,1,Peripherals
Zotu522,-0.143577603,0.36,5,3,Peripherals
Zotu5238,-0.648421259,0.4375,4,1,Peripherals
Zotu5247,-0.297503141,0.4375,4,3,Peripherals
Zotu525,1.012304732,0.247626004,37,2,Peripherals
Zotu527,-0.759279755,0,1,3,Peripherals
Zotu528,0.75537841,0.30017301,34,2,Peripherals
Zotu53,-0.015400554,0.114186851,17,2,Peripherals
Zotu530,0,0,1,22,Peripherals
Zotu536,-0.336558456,0.159722222,12,2,Peripherals
Zotu537,-0.143863715,0.37962963,18,2,Peripherals
Zotu539,-0.297503141,0.4375,4,3,Peripherals
Zotu540,0,0,1,22,Peripherals
Zotu542,-0.297503141,0.4375,4,3,Peripherals
Zotu543,-0.850411099,0.6,5,2,Peripherals
Zotu546,-0.786179519,0.36,5,2,Peripherals
Zotu548,-0.759279755,0,1,3,Peripherals
Zotu55,2.259288818,0.305555556,6,9,Peripherals
Zotu551,0.562683669,0.294444444,30,2,Peripherals
Zotu56,0.447545974,0.114186851,17,1,Peripherals
Zotu560,-0.143577603,0.36,5,3,Peripherals
Zotu564,0.447545974,0.592105263,38,1,Peripherals
Zotu569,-0.143863715,0.614984391,31,2,Peripherals
Zotu57,-0.297503141,0.4375,4,3,Peripherals
Zotu576,-0.948683298,0,1,7,Peripherals
Zotu581,0.010347935,0.469387755,7,3,Peripherals
Zotu586,1.369668669,0.147928994,13,4,Peripherals
Zotu588,-0.400790037,0.298611111,12,2,Peripherals
Zotu590,-0.529253197,0.562130178,13,2,Peripherals
Zotu599,1.121987348,0.146449704,26,1,Peripherals
Zotu607,-0.732726431,0.555555556,3,1,Peripherals
Zotu61,0.164273473,0.421875,8,3,Peripherals
Zotu612,-0.759279755,0,1,3,Peripherals
Zotu615,-0.564116088,0.527777778,6,1,Peripherals
Zotu616,0.110325287,0.551246537,19,1,Peripherals
Zotu617,-0.648421259,0.4375,4,1,Peripherals
Zotu618,-0.564116088,0.36,5,1,Peripherals
Zotu619,-0.143863715,0.4475,20,2,Peripherals
Zotu621,-1.139647977,0,1,4,Peripherals
Zotu626,-0.142590229,0.467455621,13,1,Peripherals
Zotu629,-0.451428679,0.555555556,3,3,Peripherals
Zotu63,0.700461489,0.0975,20,1,Peripherals
Zotu636,-0.759279755,0,1,3,Peripherals
Zotu641,0.52053788,0.6,5,6,Peripherals
Zotu642,-1.04310584,0,1,2,Peripherals
Zotu6427,-0.297503141,0.4375,4,3,Peripherals
Zotu646,-0.479810916,0.469387755,7,1,Peripherals
Zotu647,-0.143577603,0.36,5,3,Peripherals
Zotu648,-0.759279755,0,1,3,Peripherals
Zotu649,0.091094129,0.555555556,3,6,Peripherals
Zotu65,-0.451428679,0.555555556,3,3,Peripherals
Zotu65856,-1.04310584,0,1,2,Peripherals
Zotu660,0.177294187,0.245867769,22,2,Peripherals
Zotu6617,-0.786179519,0.527777778,6,2,Peripherals
Zotu663,0,0,1,16,Peripherals
Zotu67,1.333462634,0.180249851,41,2,Peripherals
Zotu673,0.948683298,0.555555556,3,7,Peripherals
Zotu68,0,0,1,31,Peripherals
Zotu684,-0.901336775,0,1,1,Peripherals
Zotu692,-0.479810916,0.305555556,6,1,Peripherals
Zotu695,2.473156544,0.536132813,32,3,Peripherals
Zotu699,-1.04310584,0,1,2,Peripherals
Zotu7,1.911546857,0.214127219,52,2,Peripherals
Zotu700,0.091094129,0.555555556,3,6,Peripherals
Zotu701,0.164273473,0.265306122,7,3,Peripherals
Zotu71,-0.465021617,0.32231405,11,2,Peripherals
Zotu71095,-0.759279755,0,1,3,Peripherals
Zotu715,0.75537841,0.127777778,30,2,Peripherals
Zotu716,-0.648421259,0.6,5,1,Peripherals
Zotu717,-0.079632135,0.12109375,16,2,Peripherals
Zotu718,-0.208095296,0.137755102,14,2,Peripherals
Zotu720,0.933901164,0.159722222,12,3,Peripherals
Zotu721,1.121987348,0.475918367,35,1,Peripherals
Zotu724,-0.529253197,0.209876543,9,2,Peripherals
Zotu729,-0.272326876,0.147928994,13,2,Peripherals
Zotu730,0.933901164,0.159722222,12,3,Peripherals
Zotu733,-0.336558456,0.159722222,12,2,Peripherals
Zotu73497,-0.91464268,0.555555556,3,2,Peripherals
Zotu74,0.110325287,0.147928994,13,1,Peripherals
Zotu743,-0.395505744,0.265306122,7,1,Peripherals
Zotu745,-0.564116088,0.36,5,1,Peripherals
Zotu748,-0.143863715,0.23046875,16,2,Peripherals
Zotu75,0.779975626,0.173553719,11,3,Peripherals
Zotu751,-0.015400554,0.28531856,19,2,Peripherals
Zotu754,0.742339508,0.19,10,4,Peripherals
Zotu759,0.164273473,0.265306122,7,3,Peripherals
Zotu75979,-0.948683298,0,1,7,Peripherals
Zotu760,-0.68760964,0,1,9,Peripherals
Zotu763,-0.648421259,0.6,5,1,Peripherals
Zotu765,-0.732726431,0.555555556,3,1,Peripherals
Zotu77,-0.451428679,0.555555556,3,3,Peripherals
Zotu770,-0.91464268,0.555555556,3,2,Peripherals
Zotu774,-0.143577603,0.36,5,3,Peripherals
Zotu78,0,0,1,8,Peripherals
Zotu784,0.110325287,0.147928994,13,1,Peripherals
Zotu785,-1.04310584,0,1,2,Peripherals
Zotu788,0,0,1,21,Peripherals
Zotu79,1.461925794,0.301946582,47,2,Peripherals
Zotu793,1.461925794,0.368704344,51,2,Peripherals
Zotu795,2.01137993,0.311983471,22,3,Peripherals
Zotu796,-0.143577603,0.36,5,3,Peripherals
Zotu8,0.626915249,0.072702332,27,2,Peripherals
Zotu80,2.473156544,0.088842975,22,3,Peripherals
Zotu804,1.627818378,0.513807153,47,1,Peripherals
Zotu806,-0.721428536,0.555555556,3,4,Peripherals
Zotu807,-0.850411099,0.4375,4,2,Peripherals
Zotu814,-0.901336775,0,1,1,Peripherals
Zotu816,1.012304732,0.16244898,35,2,Peripherals
Zotu82,0.69114683,0.070153061,28,2,Peripherals
Zotu820,-0.593484778,0.234375,8,2,Peripherals
Zotu822,-0.564116088,0.36,5,1,Peripherals
Zotu827,-0.657716358,0.265306122,7,2,Peripherals
Zotu828,2.217954581,0.555419922,64,1,Peripherals
Zotu83,0.948073151,0.59430727,54,2,Peripherals
Zotu831,-0.451428679,0.555555556,3,3,Peripherals
Zotu84,-0.593484778,0.234375,8,2,Peripherals
Zotu841,0.779975626,0.173553719,11,3,Peripherals
Zotu842,-0.451428679,0.555555556,3,3,Peripherals
Zotu848,-0.564116088,0.527777778,6,1,Peripherals
Zotu85,1.160558949,0.159722222,12,4,Peripherals
Zotu850,-0.058285057,0.173553719,11,1,Peripherals
Zotu851,-0.928840728,0,1,5,Peripherals
Zotu852,1.543513207,0.537101115,51,1,Peripherals
Zotu85879,-1.04310584,0,1,2,Peripherals
Zotu86,-0.297503141,0.4375,4,3,Peripherals
Zotu865,-0.648421259,0.4375,4,1,Peripherals
Zotu87,0.010347935,0.469387755,7,3,Peripherals
Zotu871,-0.721947939,0.305555556,6,2,Peripherals
Zotu876,-0.759279755,0,1,3,Peripherals
Zotu883,-0.786179519,0.36,5,2,Peripherals
Zotu884,-0.759279755,0,1,3,Peripherals
Zotu88440,-0.529253197,0.209876543,9,2,Peripherals
Zotu89,-0.901336775,0,1,1,Peripherals
Zotu892,-0.901336775,0,1,1,Peripherals
Zotu894,-0.759279755,0,1,3,Peripherals
Zotu898,0.27893563,0.531065089,26,1,Peripherals
Zotu899,-0.143863715,0.128888889,15,2,Peripherals
Zotu9,2.489631081,0.410701242,74,2,Peripherals
Zotu90,0.626050088,0.19,10,3,Peripherals
Zotu902,1.374902863,0.46579417,41,1,Peripherals
Zotu908,-0.759279755,0,1,3,Peripherals
Zotu91,0.164273473,0.421875,8,3,Peripherals
Zotu911,-0.91464268,0.555555556,3,2,Peripherals
Zotu917,-0.297503141,0.4375,4,3,Peripherals
Zotu919,-0.648421259,0.4375,4,1,Peripherals
Zotu92,-0.395505744,0.265306122,7,1,Peripherals
Zotu925,1.076536312,0.395144628,44,2,Peripherals
Zotu931,-0.721947939,0.469387755,7,2,Peripherals
Zotu938,-0.759279755,0,1,3,Peripherals
Zotu940,-0.297503141,0.6,5,3,Peripherals
Zotu952,2.386564924,0.264177694,46,1,Peripherals
Zotu953,-0.901336775,0,1,1,Peripherals
Zotu96,-0.759279755,0,1,3,Peripherals
Zotu960,-0.767793373,0,1,6,Peripherals
Zotu964,0.110325287,0.587301587,21,1,Peripherals
Zotu966,-0.142590229,0.19,10,1,Peripherals
Zotu967,0.464420364,0.555555556,3,5,Peripherals
Zotu97,0,0,1,21,Peripherals
Zotu977,1.290597691,0.395918367,35,1,Peripherals
Zotu979,1.461925794,0.094586556,41,2,Peripherals
Zotu98,1.140767893,0.507659231,61,2,Peripherals
Zotu981,0.194630458,0.137755102,14,1,Peripherals
Zotu983,0.533229787,0.562130178,13,4,Peripherals
Zotu984,-0.336558456,0.362244898,14,2,Peripherals
Zotu986,1.140767893,0.056326531,35,2,Peripherals
Zotu987,-0.759279755,0,1,3,Peripherals
Zotu989,1.037682176,0.593100189,46,1,Peripherals
Zotu990,0.531851145,0.108024691,18,1,Peripherals
Zotu992,0.164273473,0.265306122,7,3,Peripherals
Zotu998,-0.303209095,0.527777778,6,4,Peripherals
