source,target,weight,correlation,cor
Zotu4163,Zotu4552,0.857812302538607,0.857812302538607,1
Zotu4163,Zotu1590,0.802557072795115,-0.802557072795115,-1
Zotu4163,Zotu1293,0.828857939504558,-0.828857939504558,-1
Zotu4163,Zotu2912,0.870515613851921,0.870515613851921,1
Zotu4163,Zotu1751,0.838548390342849,-0.838548390342849,-1
Zotu4163,Zotu1110,0.826185959183892,-0.826185959183892,-1
Zotu4163,Zotu3267,0.886453194760712,0.886453194760712,1
Zotu4163,Zotu3834,0.884589480907434,0.884589480907434,1
Zotu4163,Zotu3464,0.832435789051096,0.832435789051096,1
Zotu4163,Zotu1487,0.830605416200844,-0.830605416200844,-1
Zotu4163,Zotu1306,0.820827210447577,-0.820827210447577,-1
Zotu4163,Zotu5101,0.838592243045065,0.838592243045065,1
Zotu4163,Zotu2173,0.868227946993325,0.868227946993325,1
Zotu4163,Zotu1761,0.801419991275373,0.801419991275373,1
Zotu4163,Zotu1893,0.844729984350985,0.844729984350985,1
Zotu4163,Zotu2362,0.851934498562358,0.851934498562358,1
Zotu4163,Zotu895,0.842665094563193,0.842665094563193,1
Zotu4163,Zotu1756,0.825686623000775,-0.825686623000775,-1
Zotu4163,Zotu2176,0.807987914314837,-0.807987914314837,-1
Zotu4163,Zotu1257,0.87379828608557,0.87379828608557,1
Zotu4163,Zotu1170,0.82259583756753,0.82259583756753,1
Zotu4163,Zotu1935,0.854842957257493,0.854842957257493,1
Zotu4163,Zotu1370,0.888770369554943,0.888770369554943,1
Zotu4163,Zotu1066,0.89452655985844,0.89452655985844,1
Zotu4163,Zotu2430,0.814772912992506,-0.814772912992506,-1
Zotu4163,Zotu586,0.814251591149566,0.814251591149566,1
Zotu4163,Zotu1689,0.821037921907072,-0.821037921907072,-1
Zotu4163,Zotu898,0.806405789846349,-0.806405789846349,-1
Zotu4163,Zotu930,0.810075607784529,0.810075607784529,1
Zotu4163,Zotu1481,0.843542660002169,0.843542660002169,1
Zotu4163,Zotu989,0.81256463494957,-0.81256463494957,-1
Zotu4163,Zotu695,0.845176626457602,0.845176626457602,1
Zotu4163,Zotu660,0.813300078160358,-0.813300078160358,-1
Zotu4163,Zotu1095,0.842891703429629,0.842891703429629,1
Zotu4163,Zotu1365,0.846114693434829,0.846114693434829,1
Zotu4163,Zotu969,0.867750148988229,0.867750148988229,1
Zotu4163,Zotu3391,0.817065999036008,0.817065999036008,1
Zotu4163,Zotu1118,0.810406694861937,0.810406694861937,1
Zotu4163,Zotu807,0.806410808494835,-0.806410808494835,-1
Zotu4163,Zotu1940,0.807792220484477,0.807792220484477,1
Zotu4163,Zotu613,0.820384544643419,0.820384544643419,1
Zotu4163,Zotu537,0.809269785594959,-0.809269785594959,-1
Zotu4163,Zotu793,0.81668986502977,-0.81668986502977,-1
Zotu4163,Zotu998,0.874120783450922,0.874120783450922,1
Zotu4163,Zotu429,0.823562065667564,0.823562065667564,1
Zotu4163,Zotu569,0.829500111254333,-0.829500111254333,-1
Zotu4163,Zotu460,0.842240454395333,0.842240454395333,1
Zotu4163,Zotu316,0.830979611289719,0.830979611289719,1
Zotu4163,Zotu144,0.82432778350976,-0.82432778350976,-1
Zotu4163,Zotu371,0.856331919656965,0.856331919656965,1
Zotu4163,Zotu809,0.887689754319509,0.887689754319509,1
Zotu4163,Zotu357,0.816498399374117,-0.816498399374117,-1
Zotu4163,Zotu432,0.822559550076141,-0.822559550076141,-1
Zotu4163,Zotu1495,0.906119489160631,0.906119489160631,1
Zotu4163,Zotu48,0.861954286286569,0.861954286286569,1
