nodes_id,within_module_connectivities,among_module_connectivities,degree,modularity,type
Zotu5870,-1.310187614,0,1,1,Peripherals
Zotu588,-0.048153694,0.296875,24,3,Peripherals
Zotu593,-0.734807451,0,1,4,Peripherals
Zotu599,-0.654383354,0.234375,8,3,Peripherals
Zotu600,-1.261312448,0,1,10,Peripherals
Zotu602,-0.974891054,0,1,5,Peripherals
Zotu6091,1.91043444,0.205510204,70,3,Peripherals
Zotu61,0.54809551,0.209876543,9,2,Peripherals
Zotu612,-0.462987511,0.555555556,3,2,Peripherals
Zotu6240,-0.514484202,0.173553719,11,3,Peripherals
Zotu6256,-0.607750304,0.35,10,3,Peripherals
Zotu626,-0.561117253,0.409722222,12,3,Peripherals
Zotu636,-0.462987511,0.555555556,3,2,Peripherals
Zotu64,2.371708245,0.36,5,9,Peripherals
Zotu641,-0.800015185,0,1,2,Peripherals
Zotu642,0,0.4375,4,30,Peripherals
Zotu6427,-0.85721515,0,1,7,Peripherals
Zotu646,-0.188052846,0.1966759,19,3,Peripherals
Zotu647,-0.800015185,0,1,2,Peripherals
Zotu648,-0.294473675,0.4375,4,2,Peripherals
Zotu651,-0.462987511,0.555555556,3,2,Peripherals
Zotu653,-0.462987511,0.555555556,3,2,Peripherals
Zotu655,-0.821474314,0,1,8,Peripherals
Zotu656,-0.98081471,0,1,3,Peripherals
Zotu66,0.310334741,0.555555556,3,8,Peripherals
Zotu660,0.231644611,0.136479592,28,3,Peripherals
Zotu66516,0.067309519,0.279778393,19,1,Peripherals
Zotu669,-0.85721515,0,1,7,Peripherals
Zotu67,0.045112408,0.270710059,26,3,Peripherals
Zotu6775,-0.707532619,0.382716049,9,1,Peripherals
Zotu685,0.211067836,0.265306122,7,2,Peripherals
Zotu6865,0.091745459,0.341260404,29,3,Peripherals
Zotu69,-0.747649456,0.305555556,6,3,Peripherals
Zotu690,0.211067836,0.265306122,7,2,Peripherals
Zotu691,-0.800015185,0,1,2,Peripherals
Zotu692,-0.561117253,0.19,10,3,Peripherals
Zotu7,1.777495119,0.478395062,18,4,Peripherals
Zotu70,2.401747716,0.0975,20,2,Peripherals
Zotu700,-0.800015185,0,1,2,Peripherals
Zotu701,2.064720042,0.108024691,18,2,Peripherals
Zotu70163,1.444806653,0.4876,50,1,Peripherals
Zotu702,-0.747649456,0.305555556,6,3,Peripherals
Zotu71,1.568136571,0.278106509,13,4,Peripherals
Zotu714,2.008048322,0.305555556,6,8,Peripherals
Zotu715,0.558075967,0.367225527,43,3,Peripherals
Zotu716,-0.840915558,0.4375,4,3,Peripherals
Zotu717,0.091745459,0.152,25,3,Peripherals
Zotu718,-0.277064764,0.50308642,18,1,Peripherals
Zotu721,-0.98081471,0,1,3,Peripherals
Zotu7213,0.278277662,0.070153061,28,3,Peripherals
Zotu724,1.777495119,0.147928994,13,4,Peripherals
Zotu726,1.390664694,0.137755102,14,2,Peripherals
Zotu729,0.669964515,0.520987654,45,1,Peripherals
Zotu730,-0.294473675,0.4375,4,2,Peripherals
Zotu733,-0.840915558,0.6,5,3,Peripherals
Zotu74,1.063517514,0.6,5,5,Peripherals
Zotu743,-0.654383354,0.234375,8,3,Peripherals
Zotu748,-0.001520643,0.088842975,22,3,Peripherals
Zotu75,2.401747716,0.0975,20,2,Peripherals
Zotu751,-0.734807451,0,1,4,Peripherals
Zotu752,-0.462987511,0.555555556,3,2,Peripherals
Zotu75333,-0.4212181,0.478395062,18,3,Peripherals
Zotu754,-1.166383186,0,1,6,Peripherals
Zotu758,0,0,1,24,Peripherals
Zotu763,-0.701016405,0.265306122,7,3,Peripherals
Zotu764,-0.21206967,0.4375,4,6,Peripherals
Zotu768,0.742243845,0.265306122,7,6,Peripherals
Zotu79,1.986853666,0.4875,20,4,Peripherals
Zotu79103,-0.449251906,0.173553719,11,1,Peripherals
Zotu793,1.723902237,0.195266272,65,3,Peripherals
Zotu795,0.211067836,0.265306122,7,2,Peripherals
Zotu796,-0.462987511,0.555555556,3,2,Peripherals
Zotu8,1.358713082,0.414818821,43,1,Peripherals
Zotu80,2.064720042,0.108024691,18,2,Peripherals
Zotu80241,0.325590232,0.487777778,30,1,Peripherals
Zotu807,0.045112408,0.2192,25,3,Peripherals
Zotu809,0.72074997,0.4375,4,10,Peripherals
Zotu81,0,0,1,21,Peripherals
Zotu811,-0.530174175,0.555555556,3,6,Peripherals
Zotu812,-0.85721515,0,1,7,Peripherals
Zotu816,1.703087365,0.522705078,64,1,Peripherals
Zotu82,0.842151657,0.467451524,38,1,Peripherals
Zotu820,0.931140373,0.12964876,44,3,Peripherals
Zotu824,0,0,1,27,Peripherals
Zotu827,0.325590232,0.498439126,31,1,Peripherals
Zotu829,-0.821474314,0,1,8,Peripherals
Zotu830,-0.734807451,0,1,4,Peripherals
Zotu83112,1.18652594,0.477789256,44,1,Peripherals
Zotu835,-0.800015185,0,1,2,Peripherals
Zotu84,0.102626739,0.36,5,4,Peripherals
Zotu848,-0.734807451,0,1,4,Peripherals
Zotu85,1.696557361,0.19,10,6,Peripherals
Zotu850,-0.4212181,0.147928994,13,3,Peripherals
Zotu852,-0.840915558,0.4375,4,3,Peripherals
Zotu855,0.239496661,0.256235828,21,1,Peripherals
Zotu856,-0.294473675,0.4375,4,2,Peripherals
Zotu85961,-0.190971194,0.429012346,18,1,Peripherals
Zotu86,1.222150857,0.147928994,13,2,Peripherals
Zotu863,-0.125959838,0.36,5,2,Peripherals
Zotu873,-0.98081471,0,1,3,Peripherals
Zotu876,-0.5,0,1,16,Peripherals
Zotu88,0.54809551,0.209876543,9,2,Peripherals
Zotu882,-0.800015185,0,1,2,Peripherals
Zotu88860,-0.363158335,0.422222222,15,1,Peripherals
Zotu89,-0.462987511,0.555555556,3,2,Peripherals
Zotu894,-0.800015185,0,1,2,Peripherals
Zotu898,1.91043444,0.435046488,88,3,Peripherals
Zotu899,0.928245227,0.415895062,36,1,Peripherals
Zotu9,2.196212214,0.513469388,35,4,Peripherals
Zotu904,0.527644853,0.555555556,3,17,Peripherals
Zotu907,0.885123184,0.173553719,11,2,Peripherals
Zotu912,-0.125959838,0.36,5,2,Peripherals
Zotu913,-0.800015185,0,1,2,Peripherals
Zotu916,-0.800015185,0,1,2,Peripherals
Zotu924,-0.887548608,0.555555556,3,3,Peripherals
Zotu925,-0.887548608,0.555555556,3,3,Peripherals
Zotu926,-0.98081471,0,1,3,Peripherals
Zotu93,0,0,1,15,Peripherals
Zotu940,-0.800015185,0,1,2,Peripherals
Zotu944,0.527644853,0.555555556,3,17,Peripherals
Zotu945,-0.234685897,0.114186851,17,3,Peripherals
Zotu953,-0.840915558,0.4375,4,3,Peripherals
Zotu96,-0.125959838,0.36,5,2,Peripherals
Zotu975,0,0,1,11,Peripherals
Zotu979,0.837874272,0.135487528,42,3,Peripherals
Zotu98,0.604709018,0.361053719,44,3,Peripherals
Zotu980,-0.234685897,0.383219955,21,3,Peripherals
Zotu981,-0.4212181,0.147928994,13,3,Peripherals
Zotu983,2.182002201,0.6,5,7,Peripherals
Zotu986,0.651342068,0.310978908,43,3,Peripherals
Zotu987,-0.800015185,0,1,2,Peripherals
Zotu989,1.490736983,0.132656202,57,3,Peripherals
Zotu99,-0.790569415,0,1,9,Peripherals
